"","PU_4Km_ID","species","normalized_lambda","normalized_cpue","depth","max_depth","UpperOceanSR","sample_sizes","dive_samps","hook_samps","mid_samps","deep_samps"
"33",7534,"calcigorgia",7.71814181692044e-05,0,23,30,"(11) Mainland Fjords",4,4,0,4,0
"34",7686,"calcigorgia",4.81347592895867e-05,0,28,33,"(11) Mainland Fjords",3,3,0,5,0
"35",7687,"calcigorgia",6.86995645839141e-05,0,23.8571428571429,30,"(11) Mainland Fjords",7,7,0,30,0
"36",7688,"calcigorgia",6.62800619198181e-05,0.0517799352750809,26.1111111111111,32,"(11) Mainland Fjords",9,9,0,15,29
"37",7689,"calcigorgia",7.55595483312249e-05,0,23.5,30,"(11) Mainland Fjords",4,4,0,0,0
"38",7843,"calcigorgia",5.98533694752355e-05,0,25.5555555555556,32,"(11) Mainland Fjords",9,9,0,0,0
"39",7845,"calcigorgia",7.85477469857047e-05,0,23.5,30,"(11) Mainland Fjords",6,6,0,7,0
"40",7846,"calcigorgia",6.11481299353781e-05,0,25.1666666666667,33,"(11) Mainland Fjords",6,6,0,10,0
"41",7847,"calcigorgia",7.68375338585686e-05,0,22.5,27,"(11) Mainland Fjords",2,2,0,9,0
"42",7851,"calcigorgia",7.40172727216668e-05,0,25.5,29,"(11) Mainland Fjords",2,2,0,0,0
"43",7852,"calcigorgia",6.80097445946316e-05,0,25.2,30,"(11) Mainland Fjords",5,5,0,0,0
"44",7853,"calcigorgia",0.00063513144539654,0.233009708737864,24,30,"(11) Mainland Fjords",2,2,0,0,0
"45",7997,"calcigorgia",5.74672989473991e-05,0,25,30,"(13) Eastern Queen Charlotte Sound",2,2,0,1,0
"46",7999,"calcigorgia",3.58757140667054e-05,0,23.5,30,"(11) Mainland Fjords",4,4,0,0,0
"47",8000,"calcigorgia",4.42749922776634e-05,0,25.6666666666667,32,"(11) Mainland Fjords",3,3,0,0,0
"48",8001,"calcigorgia",5.8971564909386e-05,0,25.75,33,"(11) Mainland Fjords",4,4,0,5,0
"49",8002,"calcigorgia",8.5557969749299e-05,0,21.5,25,"(11) Mainland Fjords",2,2,0,0,0
"50",8003,"calcigorgia",5.1799290647856e-05,0,29,29,"(11) Mainland Fjords",1,1,0,0,0
"51",8009,"calcigorgia",6.27673690838801e-05,0,27,27,"(11) Mainland Fjords",1,1,0,0,0
"52",8010,"calcigorgia",5.74672989473991e-05,0,25,30,"(11) Mainland Fjords",2,2,0,0,0
"53",8011,"calcigorgia",7.77975580188421e-05,0,23,28,"(11) Mainland Fjords",2,2,0,0,0
"54",8012,"calcigorgia",7.33215386436077e-05,0,24,30,"(11) Mainland Fjords",2,2,0,0,0
"55",8156,"calcigorgia",0.000266047128242191,0.0998613037447989,25.4285714285714,34,"(11) Mainland Fjords",14,14,0,3,0
"56",8157,"calcigorgia",5.51008531276922e-05,0,24.8461538461538,33,"(11) Mainland Fjords",13,13,0,0,0
"57",8159,"calcigorgia",2.72258423408538e-05,0,31,32,"(11) Mainland Fjords",2,2,0,0,0
"58",8160,"calcigorgia",2.81328558152203e-05,0,24.3333333333333,30,"(11) Mainland Fjords",9,9,0,0,0
"59",8165,"calcigorgia",5.7128760201579e-05,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"60",8168,"calcigorgia",8.5557969749299e-05,0,21.5,25,"(11) Mainland Fjords",2,2,0,0,0
"61",8313,"calcigorgia",0.000433330043502145,0.466019417475728,30,30,"(11) Mainland Fjords",1,1,0,1,0
"62",8314,"calcigorgia",6.26665567157245e-05,0,24.375,31,"(11) Mainland Fjords",8,8,0,1,0
"63",8315,"calcigorgia",0.00358660975113063,0,25.4,31,"(11) Mainland Fjords",5,5,0,23,0
"64",8316,"calcigorgia",6.27673690838801e-05,0,27,27,"(11) Mainland Fjords",3,3,0,4,0
"65",8318,"calcigorgia",6.13443111007104e-05,0,26.6666666666667,32,"(11) Mainland Fjords",3,3,0,2,0
"66",8326,"calcigorgia",6.97176267848828e-05,0,25.3333333333333,33,"(11) Mainland Fjords",3,3,0,5,0
"67",8470,"calcigorgia",3.65908813256084e-05,0,27.4,33,"(13) Eastern Queen Charlotte Sound",5,5,0,3,0
"68",8473,"calcigorgia",0.00120697015264256,1,24.875,31,"(11) Mainland Fjords",8,8,0,0,0
"69",8476,"calcigorgia",2.13807660139197e-05,0,26.375,33,"(11) Mainland Fjords",8,8,0,7,0
"70",8484,"calcigorgia",4.60927951772069e-05,0,30,30,"(11) Mainland Fjords",1,1,0,1,0
"71",8628,"calcigorgia",0.000180500834759168,0.155339805825243,28.3333333333333,34,"(13) Eastern Queen Charlotte Sound",3,3,0,3,0
"72",8629,"calcigorgia",7.05445925826751e-05,0,25.25,30,"(11) Mainland Fjords",4,4,0,0,0
"73",8632,"calcigorgia",7.12394278178022e-05,0,25,32,"(11) Mainland Fjords",3,3,0,0,0
"74",8634,"calcigorgia",6.3101851836167e-05,0,26.3333333333333,31,"(11) Mainland Fjords",3,3,0,0,0
"75",8643,"calcigorgia",7.77975580188421e-05,0,23,28,"(11) Mainland Fjords",2,2,0,0,0
"76",8783,"calcigorgia",3.33153494099555e-05,0,24.5,30,"(13) Eastern Queen Charlotte Sound",4,4,0,2,0
"77",8786,"calcigorgia",0.000443663899485696,0.466019417475728,29,29,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"78",8787,"calcigorgia",5.03229668601094e-05,0,27.6666666666667,33,"(11) Mainland Fjords",3,3,0,0,0
"79",8788,"calcigorgia",7.67794477298707e-05,0,23.25,30,"(11) Mainland Fjords",4,4,0,0,0
"80",8790,"calcigorgia",5.7128760201579e-05,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"81",8792,"calcigorgia",6.93934603652988e-05,0,25,33,"(11) Mainland Fjords",4,4,0,0,1
"82",8940,"calcigorgia",7.5042007768936e-05,0,25,25,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"83",8941,"calcigorgia",0.000258763972049922,0.116504854368932,22.5,29,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"84",8944,"calcigorgia",6.98034821236985e-05,0,25,30,"(13) Eastern Queen Charlotte Sound",3,3,0,5,0
"85",8950,"calcigorgia",0.000136418961564353,0.0932038834951456,28.4,33,"(11) Mainland Fjords",5,5,0,0,0
"86",9097,"calcigorgia",7.33215386436077e-05,0,24,30,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"87",9098,"calcigorgia",9.09804374533794e-05,0,21.6666666666667,27,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0
"88",9099,"calcigorgia",8.85609025863042e-05,0,21.6666666666667,24,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0
"89",9102,"calcigorgia",2.35610692570014e-05,0,26.1,33,"(13) Eastern Queen Charlotte Sound",10,10,0,4,0
"90",9108,"calcigorgia",5.73907919919993e-05,0,26.75,33,"(11) Mainland Fjords",4,4,0,1,21
"91",9109,"calcigorgia",7.12787174723234e-05,0,25.25,33,"(11) Mainland Fjords",4,4,0,0,0
"92",9110,"calcigorgia",5.1799290647856e-05,0,29,29,"(11) Mainland Fjords",1,1,0,0,0
"93",9257,"calcigorgia",8.24991510264308e-05,0,23.6666666666667,33,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0
"94",9259,"calcigorgia",3.52681298746598e-05,0,25,30,"(13) Eastern Queen Charlotte Sound",6,6,0,0,0
"95",9260,"calcigorgia",4.62409166621797e-05,0,26.4285714285714,33,"(13) Eastern Queen Charlotte Sound",7,7,0,0,0
"96",9266,"calcigorgia",1,0,26.4,32,"(11) Mainland Fjords",5,5,0,8,0
"97",9267,"calcigorgia",5.94745817303701e-05,0,24.5,29,"(11) Mainland Fjords",2,2,0,0,0
"98",9268,"calcigorgia",5.7128760201579e-05,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"99",9269,"calcigorgia",0.000100211867993537,0,24.8333333333333,32,"(11) Mainland Fjords",6,6,0,0,0
"100",9415,"calcigorgia",5.1799290647856e-05,0,29,29,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"101",9418,"calcigorgia",6.26336014718805e-05,0,26.5,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"102",9419,"calcigorgia",7.33215386436077e-05,0,24,30,"(11) Mainland Fjords",2,2,0,0,0
"103",9428,"calcigorgia",5.7128760201579e-05,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"104",9445,"calcigorgia",5.7128760201579e-05,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"105",9573,"calcigorgia",4.63976090190625e-05,0,25,30,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0
"106",9574,"calcigorgia",5.92204419174757e-05,0,24,25,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"107",9575,"calcigorgia",7.50194695338818e-05,0,24.25,28,"(13) Eastern Queen Charlotte Sound",4,4,0,1,0
"108",9586,"calcigorgia",8.66152201795791e-05,0,28,31,"(11) Mainland Fjords",2,2,0,6,0
"109",9730,"calcigorgia",8.16777638840705e-05,0,22.25,28,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"110",9731,"calcigorgia",5.7128760201579e-05,0,28,28,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"111",9732,"calcigorgia",1.64562231750462e-05,0,24.2,34,"(13) Eastern Queen Charlotte Sound",10,10,0,1,0
"112",9733,"calcigorgia",2.13341891585263e-05,0,26,30,"(13) Eastern Queen Charlotte Sound",4,4,0,14,0
"113",9736,"calcigorgia",6.61843336289676e-05,0,24,29,"(11) Mainland Fjords",2,2,0,7,0
"114",9740,"calcigorgia",6.38548431690594e-05,0,23.5,27,"(11) Mainland Fjords",2,2,0,0,0
"115",9741,"calcigorgia",0.000757885053408939,0.466019417475728,24.5,29,"(11) Mainland Fjords",2,2,0,6,0
"116",9745,"calcigorgia",7.77975580188421e-05,0,23,28,"(11) Mainland Fjords",2,2,0,0,0
"117",9889,"calcigorgia",6.23449698832848e-05,0,23.4,29,"(13) Eastern Queen Charlotte Sound",5,5,0,0,0
"118",9890,"calcigorgia",6.92357499179631e-05,0,24.5,30,"(13) Eastern Queen Charlotte Sound",2,2,0,7,0
"119",9891,"calcigorgia",2.12044951094604e-05,0,26.25,32,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"120",9895,"calcigorgia",5.50474963794004e-05,0,25,28,"(11) Mainland Fjords",2,2,0,1,0
"121",9904,"calcigorgia",4.3935279131204e-05,0,28,34,"(11) Mainland Fjords",2,2,0,0,0
"122",9917,"calcigorgia",6.87323873267607e-05,0,26,26,"(11) Mainland Fjords",1,1,0,0,0
"123",9918,"calcigorgia",3.32572517333791e-05,0,33,33,"(11) Mainland Fjords",1,1,0,0,0
"124",10046,"calcigorgia",6.23785656264456e-05,0,25.5,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"125",10062,"calcigorgia",5.09048665633008e-05,0,26,30,"(11) Mainland Fjords",2,2,0,0,0
"126",10063,"calcigorgia",5.74672989473991e-05,0,25,30,"(11) Mainland Fjords",2,2,0,0,0
"127",10074,"calcigorgia",8.17153930139629e-05,0,24,24,"(11) Mainland Fjords",1,1,0,0,0
"128",10075,"calcigorgia",8.08882651003426e-05,0,22.5,30,"(11) Mainland Fjords",4,4,0,0,0
"129",10203,"calcigorgia",5.19106183415037e-05,0,25.75,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"130",10210,"calcigorgia",7.33215386436077e-05,0,24,30,"(11) Mainland Fjords",2,2,0,0,0
"131",10211,"calcigorgia",0.000160594158193525,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"132",10221,"calcigorgia",5.74672989473991e-05,0,25,30,"(11) Mainland Fjords",2,2,0,0,0
"133",10222,"calcigorgia",4.67625683987275e-05,0,30,30,"(11) Mainland Fjords",1,1,0,0,0
"134",10368,"calcigorgia",5.10030186764956e-05,0,26.25,33,"(11) Mainland Fjords",4,4,0,2,0
"135",10369,"calcigorgia",0.000590178121359581,0,26.3333333333333,30,"(11) Mainland Fjords",3,3,0,3,51
"136",10382,"calcigorgia",3.09945322690118e-05,0,25,30,"(11) Mainland Fjords",4,4,0,0,0
"137",10389,"calcigorgia",8.17153930139629e-05,0,24,24,"(11) Mainland Fjords",1,1,0,0,0
"138",10528,"calcigorgia",6.57498782053204e-05,0,26.5,27,"(11) Mainland Fjords",2,2,0,1,0
"139",10674,"calcigorgia",2.92437039114391e-05,0,34,34,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"140",10675,"calcigorgia",4.18555124625651e-05,0,25.5714285714286,35,"(13) Eastern Queen Charlotte Sound",7,7,0,0,0
"141",10676,"calcigorgia",3.77373728484654e-05,0,23,27,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"142",10680,"calcigorgia",0.000112466598727871,0,20,20,"(11) Mainland Fjords",1,1,0,0,0
"143",10682,"calcigorgia",6.28766161281033e-05,0,23.5,26,"(11) Mainland Fjords",2,2,0,18,0
"144",10685,"calcigorgia",7.77975580188421e-05,0,23,28,"(11) Mainland Fjords",2,2,0,0,0
"145",10845,"calcigorgia",4.67625683987275e-05,0,30,30,"(11) Mainland Fjords",1,1,0,0,0
"146",10863,"calcigorgia",5.09948195300699e-05,0,29.5,33,"(11) Mainland Fjords",2,2,0,0,0
"147",10990,"calcigorgia",6.79134785331129e-05,0,24.75,29,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"148",10994,"calcigorgia",5.7128760201579e-05,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"149",11016,"calcigorgia",5.74672989473991e-05,0,25,30,"(11) Mainland Fjords",2,2,0,0,0
"150",11021,"calcigorgia",0.000144775661535009,0,18,18,"(11) Mainland Fjords",1,1,0,0,0
"151",11174,"calcigorgia",5.05157251237816e-05,0,27,34,"(11) Mainland Fjords",2,2,0,0,0
"152",11302,"calcigorgia",8.5557969749299e-05,0,21.5,25,"(13) Eastern Queen Charlotte Sound",2,2,0,3,0
"153",11304,"calcigorgia",5.21983726328496e-05,0,26,31,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"154",11310,"calcigorgia",2.23717938346389e-05,0,22.8333333333333,28,"(11) Mainland Fjords",6,6,0,0,0
"155",11311,"calcigorgia",6.27673690838801e-05,0,27,27,"(11) Mainland Fjords",1,1,0,0,0
"156",11314,"calcigorgia",5.09048665633008e-05,0,26,30,"(11) Mainland Fjords",2,2,0,0,0
"157",11330,"calcigorgia",6.71113314146242e-05,0,24.5,28,"(11) Mainland Fjords",4,4,0,0,0
"158",11331,"calcigorgia",4.87620786838149e-05,0,26,27,"(11) Mainland Fjords",2,2,0,3,0
"159",11460,"calcigorgia",8.9323157617532e-05,0,20.8333333333333,25,"(13) Eastern Queen Charlotte Sound",6,6,0,1,0
"160",11463,"calcigorgia",6.87323873267607e-05,0,26,26,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"161",11470,"calcigorgia",0.000383617473683762,0.233009708737864,26,30,"(11) Mainland Fjords",2,2,0,0,0
"162",11471,"calcigorgia",5.7128760201579e-05,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"163",11611,"calcigorgia",0.000144775661535009,0,18,18,"(10 Aristazabal Banks Upwelling",1,1,0,0,0
"164",11612,"calcigorgia",0.000104125360185918,0,21,21,"(10 Aristazabal Banks Upwelling",1,1,0,0,0
"165",11617,"calcigorgia",6.62412908013729e-05,0,23,26,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"166",11619,"calcigorgia",8.17153930139629e-05,0,24,24,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"167",11630,"calcigorgia",5.74672989473991e-05,0,25,30,"(11) Mainland Fjords",2,2,0,0,0
"168",11648,"calcigorgia",4.78893280028182e-05,0,26.5,30,"(11) Mainland Fjords",2,2,0,0,0
"169",11771,"calcigorgia",6.87323873267607e-05,0,26,26,"(10 Aristazabal Banks Upwelling",1,1,0,6,0
"170",11774,"calcigorgia",2.85890240599541e-05,0,25.5,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"171",11779,"calcigorgia",0.000112466598727871,0,20,20,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"172",11788,"calcigorgia",8.02373568161337e-05,0,22.5,27,"(11) Mainland Fjords",2,2,0,0,0
"173",11789,"calcigorgia",0,0,22.5,27,"(11) Mainland Fjords",2,2,0,0,10
"174",11806,"calcigorgia",7.5042007768936e-05,0,25,25,"(11) Mainland Fjords",1,1,0,0,0
"175",11926,"calcigorgia",5.91654897700867e-05,0,25.6666666666667,29,"(10 Aristazabal Banks Upwelling",3,3,0,0,0
"176",11932,"calcigorgia",5.55735130676905e-05,0,25.5,31,"(10 Aristazabal Banks Upwelling",2,2,0,0,0
"177",11937,"calcigorgia",4.78893280028182e-05,0,26.5,30,"(13) Eastern Queen Charlotte Sound",2,2,0,2,0
"178",11938,"calcigorgia",6.73468644558634e-05,0,25.25,31,"(13) Eastern Queen Charlotte Sound",4,4,0,21,0
"179",11939,"calcigorgia",7.26261692991085e-05,0,24.3333333333333,30,"(13) Eastern Queen Charlotte Sound",3,3,0,0,0
"180",11943,"calcigorgia",7.5042007768936e-05,0,25,25,"(11) Mainland Fjords",1,1,0,0,0
"181",11947,"calcigorgia",7.33215386436077e-05,0,24,30,"(11) Mainland Fjords",2,2,0,0,0
"182",12088,"calcigorgia",4.75384442021799e-05,0,26,34,"(10 Aristazabal Banks Upwelling",7,7,0,0,0
"183",12093,"calcigorgia",7.94909666671424e-05,0,22.5,27,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"184",12096,"calcigorgia",9.71673564930792e-05,0,19,22,"(13) Eastern Queen Charlotte Sound",5,5,0,0,0
"185",12124,"calcigorgia",8.17153930139629e-05,0,24,24,"(11) Mainland Fjords",1,1,0,0,0
"186",12242,"calcigorgia",5.95806237872216e-05,0,23.5,27,"(10 Aristazabal Banks Upwelling",2,2,0,9,0
"187",12251,"calcigorgia",7.5042007768936e-05,0,25,25,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"188",12253,"calcigorgia",4.78893280028182e-05,0,26.5,30,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"189",12254,"calcigorgia",5.55735130676905e-05,0,25.5,31,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"190",12258,"calcigorgia",5.82328510190258e-05,0,24.5,28,"(11) Mainland Fjords",2,2,0,1,0
"191",12284,"calcigorgia",6.87323873267607e-05,0,26,26,"(11) Mainland Fjords",1,1,0,0,0
"192",12400,"calcigorgia",8.43821644899011e-05,0,21.5,24,"(10 Aristazabal Banks Upwelling",2,2,0,1,0
"193",12409,"calcigorgia",8.64004838274397e-05,0,22,25,"(11) Mainland Fjords",3,3,0,0,0
"194",12410,"calcigorgia",5.7128760201579e-05,0,28,28,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"195",12411,"calcigorgia",4.41514191486506e-05,0,23.7272727272727,30,"(13) Eastern Queen Charlotte Sound",11,11,0,9,0
"196",12412,"calcigorgia",9.15213623423001e-05,0,20.5,23,"(11) Mainland Fjords",2,2,0,0,0
"197",12415,"calcigorgia",8.28215306582178e-05,0,22,26,"(11) Mainland Fjords",2,2,0,0,0
"198",12416,"calcigorgia",5.74672989473991e-05,0,25,30,"(11) Mainland Fjords",2,2,0,0,0
"199",12419,"calcigorgia",0.000133549338859862,0,18,18,"(11) Mainland Fjords",1,1,0,24,0
"200",12565,"calcigorgia",5.7128760201579e-05,0,28,28,"(11) Mainland Fjords",1,1,0,0,0
"201",12566,"calcigorgia",9.52193603821008e-05,0,22,29,"(11) Mainland Fjords",3,3,0,0,0
"202",12570,"calcigorgia",4.55274156317086e-05,0,27.5,33,"(11) Mainland Fjords",2,2,0,0,0
"203",12574,"calcigorgia",5.55735130676905e-05,0,25.5,31,"(11) Mainland Fjords",2,2,0,0,0
"204",12741,"calcigorgia",2.47298175607934e-05,0,24.75,30,"(11) Mainland Fjords",4,4,0,0,14
"205",12742,"calcigorgia",5.74672989473991e-05,0,25,30,"(11) Mainland Fjords",2,2,0,0,0
"206",12743,"calcigorgia",6.58660509145221e-05,0,25.6666666666667,31,"(11) Mainland Fjords",3,3,0,0,0
"207",12759,"calcigorgia",4.67625683987275e-05,0,30,30,"(11) Mainland Fjords",1,1,0,0,0
"208",12897,"calcigorgia",0.000257045426766838,0,24,28,"(11) Mainland Fjords",2,2,0,8,9
"209",13034,"calcigorgia",5.1799290647856e-05,0,29,29,"(10 Aristazabal Banks Upwelling",1,1,0,0,0
"210",13035,"calcigorgia",0.000144775661535009,0,18,18,"(10 Aristazabal Banks Upwelling",1,1,0,0,0
"211",13050,"calcigorgia",7.33215386436077e-05,0,24,30,"(11) Mainland Fjords",2,2,0,0,12
"212",13193,"calcigorgia",6.27673690838801e-05,0,27,27,"(11) Mainland Fjords",1,1,0,0,0
"213",13194,"calcigorgia",7.549465076841e-05,0,23.5,29,"(11) Mainland Fjords",2,2,0,0,0
"214",13206,"calcigorgia",7.33215386436077e-05,0,24,30,"(11) Mainland Fjords",2,2,0,0,0
"215",13213,"calcigorgia",5.01233401428883e-05,0,26.25,35,"(11) Mainland Fjords",4,4,0,26,0
"216",13361,"calcigorgia",8.02373568161337e-05,0,22.5,27,"(11) Mainland Fjords",4,4,0,0,0
"217",14312,"calcigorgia",3.98082827837531e-05,0,29.5,36,"(11) Mainland Fjords",2,2,0,0,0
"218",14314,"calcigorgia",4.3935279131204e-05,0,28,34,"(11) Mainland Fjords",2,2,0,0,0
"219",8792,"chrysopathes",1,1,299.40235,299.40235,"(11) Mainland Fjords",1,4,0,0,1
"220",9265,"chrysopathes",0.0203264176994365,0,429.324087466667,448.3930164,"(11) Mainland Fjords",15,0,0,0,15
"221",10524,"chrysopathes",2.49667941525544e-05,0,494.3701014275,515.7025758,"(11) Mainland Fjords",40,0,0,8,40
"222",11789,"chrysopathes",0.000552545018094888,0,430.74152702,437.8952156,"(11) Mainland Fjords",10,2,0,0,10
"223",12417,"chrysopathes",0.248731660548658,0.123487125646529,427.440352930851,457.5016208,"(11) Mainland Fjords",94,0,0,0,94
"224",12739,"chrysopathes",0.127787401347702,0.100921448461326,418.83034298,426.1415882,"(11) Mainland Fjords",5,0,0,0,5
"225",13050,"chrysopathes",0,0,540.69583565,551.5662586,"(11) Mainland Fjords",12,2,0,0,12
"226",6736,"paragorgia",5.12126633329451e-06,0,84,84,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0
"227",6737,"paragorgia",0.159590055524089,0.501695267959798,76.425,76.425,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0
"228",6895,"paragorgia",0.000919018394092117,0,46.855,53.11,"(13) Eastern Queen Charlotte Sound",2,4,0,2,0
"229",7056,"paragorgia",2.09016676650516e-06,0,49.396639843,63.35862069,"(11) Mainland Fjords",10,0,0,10,0
"230",7057,"paragorgia",3.10116593532798e-06,0,66.5008480057692,113,"(11) Mainland Fjords",26,6,0,26,0
"231",7214,"paragorgia",3.07828066282577e-06,0,69.1525988166667,94,"(11) Mainland Fjords",3,5,0,3,0
"232",7216,"paragorgia",2.54496906212905e-06,0,54.7,54.7,"(11) Mainland Fjords",3,0,0,3,0
"233",7217,"paragorgia",7.52156018608285e-06,0,110.806037437692,185.7,"(11) Mainland Fjords",13,2,0,13,0
"234",7372,"paragorgia",8.08251575255213e-06,0,114.4604166625,123.0333333,"(11) Mainland Fjords",8,0,0,8,0
"235",7373,"paragorgia",7.15030825310995e-06,0,101.2666667,101.2666667,"(11) Mainland Fjords",1,1,0,1,0
"236",7375,"paragorgia",2.95878202831303e-06,0,63.4720261572727,117.75,"(11) Mainland Fjords",11,0,0,11,0
"237",7529,"paragorgia",5.79927202924479e-06,0,83.6408797428571,137.9666667,"(11) Mainland Fjords",7,1,0,7,0
"238",7530,"paragorgia",2.69788436265178e-06,0,58.236111111,66,"(11) Mainland Fjords",10,0,0,10,0
