"","PU_1Km_ID","species","normalized_lambda","normalized_cpue","PU_4Km_ID","depth","max_depth","UpperOceanSR","sample_sizes","dive_samps","hook_samps","mid_samps","deep_samps"
"28",24276,"calcigorgia",3.77606843604572e-08,0,6900,25,25,"(11) Mainland Fjords",1,1,0,0,0
"29",24468,"calcigorgia",4.63361671338432e-08,0,6896,19,19,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"30",24481,"calcigorgia",3.37247158029252e-08,0,6899,25.5,33,"(11) Mainland Fjords",2,2,0,0,0
"31",24482,"calcigorgia",4.36388960949943e-08,0,6899,21,21,"(11) Mainland Fjords",1,1,0,0,0
"32",24484,"calcigorgia",3.93348335252404e-08,0,6900,24,24,"(11) Mainland Fjords",1,1,0,0,0
"33",24486,"calcigorgia",3.5424688335714e-08,0,6900,25,30,"(11) Mainland Fjords",2,2,0,0,0
"34",24678,"calcigorgia",3.72500638344141e-08,0,6896,22,30,"(11) Mainland Fjords",4,4,0,0,0
"35",24691,"calcigorgia",3.44061090268055e-08,0,6899,27,27,"(11) Mainland Fjords",1,1,0,0,0
"36",24694,"calcigorgia",3.67838418221764e-08,0,6900,24,30,"(11) Mainland Fjords",2,2,0,0,0
"37",24887,"calcigorgia",3.57966833944504e-08,0,6895,24.5,31,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"38",24891,"calcigorgia",3.67838418221764e-08,0,6896,24,30,"(11) Mainland Fjords",2,2,0,0,0
"39",25100,"calcigorgia",4.21101028888946e-08,0,7051,21,22,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"40",25122,"calcigorgia",9.31956914350081e-08,0,7057,36.3890034994444,84.32284159,"(11) Mainland Fjords",11,2,0,9,0
"41",25123,"calcigorgia",1.4238159496064e-07,0,7057,63.38477879375,99.28541667,"(11) Mainland Fjords",8,0,0,8,0
"42",25124,"calcigorgia",1.76750157631598e-07,0,7058,31.39211733,31.45735294,"(11) Mainland Fjords",2,0,0,2,0
"43",25319,"calcigorgia",3.5424688335714e-08,0,7052,25,30,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"44",25335,"calcigorgia",1.28719236471315e-07,0,7057,75.29711292,113,"(11) Mainland Fjords",7,0,0,7,0
"45",25336,"calcigorgia",3.67838418221764e-08,0,7057,24,30,"(11) Mainland Fjords",2,2,0,0,0
"46",25341,"calcigorgia",3.44061090268055e-08,0,7058,27,27,"(11) Mainland Fjords",1,1,0,0,0
"47",25347,"calcigorgia",3.67838418221764e-08,0,7060,24,30,"(11) Mainland Fjords",2,2,0,0,0
"48",25536,"calcigorgia",3.34182418231912e-08,0,7054,26,32,"(11) Mainland Fjords",2,2,0,0,0
"49",25544,"calcigorgia",1.62861718729564e-07,0,7056,43.111999063,58.71914894,"(11) Mainland Fjords",10,0,0,10,0
"50",25549,"calcigorgia",9.27151645684425e-08,0,7057,40.64855994125,59.5,"(11) Mainland Fjords",6,2,0,4,0
"51",25558,"calcigorgia",3.77606843604572e-08,0,7060,25,25,"(11) Mainland Fjords",1,1,0,0,0
"52",25743,"calcigorgia",2.88665366668074e-08,0,7054,30,30,"(11) Mainland Fjords",1,1,0,0,0
"53",25751,"calcigorgia",1.63252153004084e-07,0,7056,47.7873595275,63.35862069,"(11) Mainland Fjords",4,0,0,4,0
"54",25756,"calcigorgia",1.48623548934619e-07,0,7057,61.48468645,63.59042553,"(11) Mainland Fjords",2,0,0,2,0
"55",25765,"calcigorgia",4.20046584202903e-08,0,7060,21,24,"(11) Mainland Fjords",2,2,0,0,0
"56",25956,"calcigorgia",9.5214890536933e-08,0,7214,34.836250735,94,"(11) Mainland Fjords",8,2,0,6,0
"57",25962,"calcigorgia",3.62330668619974e-08,0,7215,22.75,30,"(11) Mainland Fjords",4,4,0,0,0
"58",25967,"calcigorgia",3.67838418221764e-08,0,7217,24,30,"(11) Mainland Fjords",2,2,0,0,0
"59",26164,"calcigorgia",1.55843392304656e-07,0,7216,54.7,54.7,"(11) Mainland Fjords",3,0,0,3,0
"60",26359,"calcigorgia",3.44061090268055e-08,0,7214,27,27,"(11) Mainland Fjords",1,1,0,0,0
"61",26374,"calcigorgia",3.44061090268055e-08,0,7218,27,27,"(11) Mainland Fjords",1,1,0,0,0
"62",26549,"calcigorgia",4.03999779797372e-08,0,7208,22,26,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"63",26563,"calcigorgia",3.5424688335714e-08,0,7214,25,30,"(11) Mainland Fjords",2,2,0,0,0
"64",26574,"calcigorgia",0,0,7217,185.7,185.7,"(11) Mainland Fjords",2,0,0,2,0
"65",26575,"calcigorgia",9.94104611307999e-08,0,7217,97.1889533354545,132.2,"(11) Mainland Fjords",11,0,0,11,0
"66",26769,"calcigorgia",7.56518680451364e-08,0,7372,114.93055555,123.0333333,"(11) Mainland Fjords",6,0,0,6,0
"67",26774,"calcigorgia",3.17210352014887e-08,0,7374,27,33,"(11) Mainland Fjords",2,2,0,0,0
"68",26776,"calcigorgia",3.67838418221764e-08,0,7374,24,30,"(11) Mainland Fjords",2,2,0,0,0
"69",26780,"calcigorgia",1.4174742580547e-07,0,7375,63.4720261572727,117.75,"(11) Mainland Fjords",11,0,0,11,0
"70",26977,"calcigorgia",7.9601583415593e-08,0,7372,113.05,114.375,"(11) Mainland Fjords",2,0,0,2,0
"71",26978,"calcigorgia",9.64024175123332e-08,0,7373,101.2666667,101.2666667,"(11) Mainland Fjords",1,0,0,1,0
"72",26981,"calcigorgia",3.93348335252404e-08,0,7373,24,24,"(11) Mainland Fjords",1,1,0,0,0
"73",27174,"calcigorgia",3.67838418221764e-08,0,7370,24,30,"(11) Mainland Fjords",2,2,0,0,0
"74",27192,"calcigorgia",1.04759269360059e-07,0,7376,29.35,31,"(11) Mainland Fjords",3,1,0,2,0
"75",27385,"calcigorgia",1.81785491306059e-07,0,7372,23.46666667,23.46666667,"(11) Mainland Fjords",1,0,0,1,0
"76",27586,"calcigorgia",1.75240080001451e-07,0,7530,32.0340277775,37.4,"(11) Mainland Fjords",4,0,0,4,0
"77",27593,"calcigorgia",1.49340714580615e-07,0,7534,61.45071429,61.45071429,"(11) Mainland Fjords",1,0,0,1,0
"78",27594,"calcigorgia",3.67838418221764e-08,0,7534,24,30,"(11) Mainland Fjords",2,2,0,0,0
"79",27778,"calcigorgia",3.86589848460816e-08,0,7528,23,28,"(11) Mainland Fjords",2,2,0,0,0
"80",27786,"calcigorgia",1.82901802821845e-07,0,7530,20.9,20.9,"(11) Mainland Fjords",1,0,0,1,0
"81",27787,"calcigorgia",1.81123808775855e-07,0,7530,22.8902777766667,25.6375,"(11) Mainland Fjords",3,0,0,3,0
"82",27980,"calcigorgia",3.67838418221764e-08,0,7528,24,30,"(11) Mainland Fjords",2,2,0,0,0
"83",27986,"calcigorgia",1.0610957050282e-07,0,7529,90.291666675,137.9666667,"(11) Mainland Fjords",4,0,0,4,0
"84",27987,"calcigorgia",1.49987114132686e-07,0,7530,60.675,63.4,"(11) Mainland Fjords",2,0,0,2,0
"85",27991,"calcigorgia",1.38982671047512e-07,0,7533,70,70,"(11) Mainland Fjords",1,0,0,1,0
"86",27992,"calcigorgia",1.75160024544478e-07,0,7534,31,41.66666667,"(11) Mainland Fjords",3,0,0,3,0
"87",28184,"calcigorgia",6.37116321423327e-08,0,7529,125.0694915,125.0694915,"(11) Mainland Fjords",1,0,0,1,0
"88",28186,"calcigorgia",9.7516951824072e-08,0,7529,34.5491071425,55.25,"(11) Mainland Fjords",5,1,0,4,0
"89",28187,"calcigorgia",1.49659403722188e-07,0,7530,57.62638888875,66,"(11) Mainland Fjords",8,0,0,8,0
"90",28190,"calcigorgia",1.05093272629556e-07,0,7534,26.9992903521429,49,"(11) Mainland Fjords",9,2,0,7,0
"91",28377,"calcigorgia",2.2731561478309e-08,0,7686,33,33,"(11) Mainland Fjords",1,1,0,0,0
"92",28381,"calcigorgia",8.15952839173139e-08,0,7687,111.784242475556,154.5222222,"(11) Mainland Fjords",9,0,0,9,0
"93",28382,"calcigorgia",1.63254240887772e-07,0,7687,42.73167023,72.2860241,"(11) Mainland Fjords",4,0,0,4,0
"94",28383,"calcigorgia",1.80403499190356e-07,0,7687,26.32,26.32,"(11) Mainland Fjords",1,0,0,1,0
"95",28384,"calcigorgia",0.149670857639579,0.166666666666667,7688,24,24,"(11) Mainland Fjords",1,1,0,0,29
"96",28577,"calcigorgia",3.89741189933728e-08,0,7687,23,27,"(11) Mainland Fjords",2,2,0,0,0
"97",28578,"calcigorgia",1.31056257392641e-07,0,7687,74.5399906633333,100.46,"(11) Mainland Fjords",3,0,0,3,0
"98",28579,"calcigorgia",1.02621285856943e-07,0,7687,32.4438712516667,54.62433862,"(11) Mainland Fjords",4,1,0,3,0
"99",28581,"calcigorgia",9.54159225773633e-08,0,7688,36.28425938,50,"(11) Mainland Fjords",8,4,0,4,0
"100",28778,"calcigorgia",3.44377885217046e-08,0,7686,25.5,31,"(11) Mainland Fjords",2,2,0,0,0
"101",28784,"calcigorgia",3.07800121780917e-08,0,7688,29,29,"(11) Mainland Fjords",1,1,0,0,0
"102",28785,"calcigorgia",3.44061090268055e-08,0,7688,27,27,"(11) Mainland Fjords",1,1,0,0,0
"103",28786,"calcigorgia",3.93348335252404e-08,0,7688,24,24,"(11) Mainland Fjords",1,1,0,0,0
"104",28787,"calcigorgia",3.67838418221764e-08,0,7689,24,30,"(11) Mainland Fjords",2,2,0,0,0
"105",28790,"calcigorgia",3.86589848460816e-08,0,7689,23,28,"(11) Mainland Fjords",2,2,0,0,0
"106",28983,"calcigorgia",9.59231447239878e-08,0,7686,100.643314414,154.1585526,"(11) Mainland Fjords",5,0,0,5,0
"107",28984,"calcigorgia",8.15647671791163e-08,0,7687,45.9399356116667,118.7,"(11) Mainland Fjords",10,1,0,9,0
"108",28985,"calcigorgia",1.42039356208494e-07,0,7687,65.940605135,91.38333333,"(11) Mainland Fjords",6,0,0,6,0
"109",28986,"calcigorgia",9.48419213501302e-08,0,7687,104.61370797,192.8684211,"(11) Mainland Fjords",6,0,0,6,0
"110",28987,"calcigorgia",3.85473249104975e-08,0,7687,22,30,"(11) Mainland Fjords",3,3,0,0,0
"111",28989,"calcigorgia",9.31353953469739e-08,0,7688,101.11833333,102.5,"(11) Mainland Fjords",10,0,0,10,0
"112",28990,"calcigorgia",1.01656077314627e-07,0,7688,31.35275,45.875,"(11) Mainland Fjords",3,1,0,2,0
"113",29183,"calcigorgia",3.77606843604572e-08,0,7843,25,25,"(11) Mainland Fjords",1,1,0,0,0
"114",29189,"calcigorgia",1.00875741470783e-07,0,7845,31.732386597,58.70322581,"(11) Mainland Fjords",7,2,0,5,0
"115",29193,"calcigorgia",6.52632141010584e-08,0,7846,62.370833325,100.8333333,"(11) Mainland Fjords",4,2,0,2,0
"116",29194,"calcigorgia",6.62640518864476e-08,0,7846,58.21791666625,100.45,"(11) Mainland Fjords",10,2,0,8,0
"117",29196,"calcigorgia",8.47740886438958e-08,0,7847,47.38,87.6,"(11) Mainland Fjords",7,2,0,5,0
"118",29197,"calcigorgia",1.61344882754781e-07,0,7847,43.5060493822222,67.13333333,"(11) Mainland Fjords",9,0,0,9,0
"119",29205,"calcigorgia",3.07800121780917e-08,0,7851,29,29,"(11) Mainland Fjords",1,1,0,0,0
"120",29391,"calcigorgia",2.88665366668074e-08,0,7843,30,30,"(11) Mainland Fjords",1,1,0,0,0
"121",29398,"calcigorgia",4.69899434190704e-08,0,7845,78.278210115,171.3774319,"(11) Mainland Fjords",3,1,0,2,0
"122",29401,"calcigorgia",3.10404617976417e-08,0,7846,27.5,33,"(11) Mainland Fjords",2,2,0,0,0
"123",29417,"calcigorgia",3.67838418221764e-08,0,7852,24,30,"(11) Mainland Fjords",2,2,0,0,0
"124",29606,"calcigorgia",3.47768700238323e-08,0,7843,25,32,"(11) Mainland Fjords",2,2,0,0,0
"125",29612,"calcigorgia",1.71503594147961e-07,0,7845,35.2953315416667,41.8,"(11) Mainland Fjords",6,0,0,6,0
"126",29613,"calcigorgia",1.11141288179692e-07,0,7845,25.597342455,36.92370717,"(11) Mainland Fjords",3,1,0,2,0
"127",29614,"calcigorgia",3.67838418221764e-08,0,7845,24,30,"(11) Mainland Fjords",2,2,0,0,0
"128",29623,"calcigorgia",1.37577550096413e-07,0,7850,71,71,"(11) Mainland Fjords",1,0,0,1,0
"129",29625,"calcigorgia",4.22743990636759e-08,0,7851,22,22,"(11) Mainland Fjords",1,1,0,0,0
"130",29830,"calcigorgia",3.28906885038505e-08,0,7843,25.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"131",29831,"calcigorgia",3.67838418221764e-08,0,7843,24,30,"(11) Mainland Fjords",2,2,0,0,0
"132",29853,"calcigorgia",2.88665366668074e-08,0,7852,30,30,"(11) Mainland Fjords",1,1,0,0,0
"133",29854,"calcigorgia",3.67838418221764e-08,0,7852,24,30,"(11) Mainland Fjords",2,2,0,0,0
"134",29859,"calcigorgia",0.0834154262877445,0.0833333333333333,7853,24,30,"(11) Mainland Fjords",2,2,0,0,0
"135",30049,"calcigorgia",3.52008484612755e-08,0,7999,23.5,30,"(11) Mainland Fjords",4,4,0,0,0
"136",30053,"calcigorgia",3.27588100227652e-08,0,8000,25.6666666666667,32,"(11) Mainland Fjords",3,3,0,0,0
"137",30058,"calcigorgia",7.36096975502831e-08,0,8001,52.5558333335714,134.06,"(11) Mainland Fjords",9,2,0,7,0
"138",30065,"calcigorgia",3.07800121780917e-08,0,8003,29,29,"(11) Mainland Fjords",1,1,0,0,0
"139",30075,"calcigorgia",3.5424688335714e-08,0,8010,25,30,"(11) Mainland Fjords",2,2,0,0,0
"140",30285,"calcigorgia",4.12194861534772e-08,0,8002,21.5,25,"(11) Mainland Fjords",2,2,0,0,0
"141",30499,"calcigorgia",3.37247158029252e-08,0,8001,25.5,33,"(11) Mainland Fjords",2,2,0,0,0
"142",30715,"calcigorgia",3.5424688335714e-08,0,7997,25,30,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"143",30716,"calcigorgia",1.74537313417441e-07,0,7997,35.53333333,35.53333333,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0
"144",30743,"calcigorgia",3.44061090268055e-08,0,8009,27,27,"(11) Mainland Fjords",1,1,0,0,0
"145",30748,"calcigorgia",3.86589848460816e-08,0,8011,23,28,"(11) Mainland Fjords",2,2,0,0,0
"146",30749,"calcigorgia",3.67838418221764e-08,0,8012,24,30,"(11) Mainland Fjords",2,2,0,0,0
"147",30941,"calcigorgia",0.0436439755799789,0.0416666666666667,8156,25.5,34,"(11) Mainland Fjords",4,4,0,0,0
"148",30943,"calcigorgia",2.88665366668074e-08,0,8156,30,30,"(11) Mainland Fjords",1,1,0,0,0
"149",30944,"calcigorgia",3.17210352014887e-08,0,8157,27,33,"(11) Mainland Fjords",2,2,0,0,0
"150",30945,"calcigorgia",3.37903588525663e-08,0,8157,26.5,27,"(11) Mainland Fjords",2,2,0,0,0
"151",30947,"calcigorgia",2.54067094911165e-08,0,8159,31,32,"(11) Mainland Fjords",2,2,0,0,0
"152",30970,"calcigorgia",4.12194861534772e-08,0,8168,21.5,25,"(11) Mainland Fjords",2,2,0,0,0
"153",31161,"calcigorgia",1,1,8155,93.43229166625,119.1,"(11) Mainland Fjords",8,0,0,8,0
"154",31162,"calcigorgia",0.475460869703701,0.4634246971151,8155,91.020555555,117.6,"(11) Mainland Fjords",6,0,0,6,0
"155",31165,"calcigorgia",0.165984139319797,0.166666666666667,8156,24,30,"(11) Mainland Fjords",2,2,0,0,0
"156",31166,"calcigorgia",2.7969961741273e-08,0,8156,25.1428571428571,32,"(11) Mainland Fjords",7,7,0,0,0
"157",31167,"calcigorgia",3.77380406566723e-08,0,8157,23.5,29,"(11) Mainland Fjords",2,2,0,0,0
"158",31169,"calcigorgia",4.22743990636759e-08,0,8157,22,22,"(11) Mainland Fjords",1,1,0,0,0
"159",31178,"calcigorgia",3.22563854285505e-08,0,8160,26,30,"(11) Mainland Fjords",3,3,0,0,0
"160",31185,"calcigorgia",3.26267270757335e-08,0,8165,28,28,"(11) Mainland Fjords",1,1,0,0,0
"161",31391,"calcigorgia",3.22672554405521e-08,0,8157,25,32,"(11) Mainland Fjords",4,4,0,0,0
"162",31593,"calcigorgia",0.0522348154910348,0.0772197491351966,8155,94.2490530425,124.5545455,"(13) Eastern Queen Charlotte Sound",4,0,0,4,0
"163",31597,"calcigorgia",0.213924790130371,0.309907180306359,8156,92.3495370266667,124.3333333,"(11) Mainland Fjords",3,0,0,3,0
"164",31603,"calcigorgia",3.77380406566723e-08,0,8157,23.5,29,"(11) Mainland Fjords",2,2,0,0,0
"165",31613,"calcigorgia",3.23515718984538e-08,0,8160,23.5,30,"(11) Mainland Fjords",6,6,0,0,0
"166",31802,"calcigorgia",9.0472072143558e-08,0,8312,105.6,105.6,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0
"167",31807,"calcigorgia",0.149973251317058,0.166666666666667,8313,30,30,"(11) Mainland Fjords",1,1,0,0,0
"168",31808,"calcigorgia",3.90398721779993e-08,0,8314,23,26,"(11) Mainland Fjords",2,2,0,0,0
"169",31809,"calcigorgia",1.05869372789907e-07,0,8314,26.856410435,46.81698113,"(11) Mainland Fjords",5,2,0,3,0
"170",31812,"calcigorgia",7.97637645600994e-07,0,8315,40.7959967316667,63,"(11) Mainland Fjords",4,1,0,3,0
"171",31813,"calcigorgia",0.0158906877524479,0.0168291667620215,8315,91.7009990947059,140.5865177,"(11) Mainland Fjords",17,0,0,17,0
"172",31817,"calcigorgia",3.44061090268055e-08,0,8316,27,27,"(11) Mainland Fjords",1,1,0,0,0
"173",31828,"calcigorgia",3.37247158029252e-08,0,8326,25.5,33,"(11) Mainland Fjords",2,2,0,0,0
"174",32018,"calcigorgia",0.0161580535428012,0.0268282039423522,8313,44.33333333,44.33333333,"(11) Mainland Fjords",1,0,0,1,0
"175",32020,"calcigorgia",1.79150863061277e-07,0,8313,23.7724825533333,31.57606838,"(11) Mainland Fjords",6,0,0,6,0
"176",32031,"calcigorgia",3.44061090268055e-08,0,8316,27,27,"(11) Mainland Fjords",1,1,0,0,0
"177",32040,"calcigorgia",9.93080403440687e-08,0,8318,33.904347825,35.80869565,"(11) Mainland Fjords",2,1,0,1,0
"178",32234,"calcigorgia",3.47793670263019e-08,0,8314,25.5,30,"(11) Mainland Fjords",2,2,0,0,0
"179",32237,"calcigorgia",3.44377885217046e-08,0,8314,25.5,31,"(11) Mainland Fjords",2,2,0,0,0
"180",32240,"calcigorgia",3.67838418221764e-08,0,8315,24,30,"(11) Mainland Fjords",2,2,0,0,0
"181",32241,"calcigorgia",8.82801741767643e-08,0,8315,43.4123346575,85.7462963,"(11) Mainland Fjords",6,2,0,4,0
"182",32243,"calcigorgia",1.30437695413211e-07,0,8316,75.1247619025,98.0047619,"(11) Mainland Fjords",4,0,0,4,0
"183",32253,"calcigorgia",1.73186511501578e-07,0,8318,34.33090804,40.46857143,"(11) Mainland Fjords",4,0,0,4,0
"184",32254,"calcigorgia",1.56708748405582e-07,0,8326,54.30871111,58.2168,"(11) Mainland Fjords",3,0,0,3,0
"185",32444,"calcigorgia",1.77666172275508e-07,0,8312,30.3,30.3,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0
"186",32460,"calcigorgia",3.44061090268055e-08,0,8316,27,27,"(11) Mainland Fjords",1,1,0,0,0
"187",32469,"calcigorgia",3.67838418221764e-08,0,8318,24,30,"(11) Mainland Fjords",2,2,0,0,0
"188",32472,"calcigorgia",1.04688920392107e-07,0,8326,30.1875,41,"(11) Mainland Fjords",5,1,0,4,0
"189",32675,"calcigorgia",4.74853147613801e-08,0,8473,18,18,"(11) Mainland Fjords",1,1,0,0,0
"190",32676,"calcigorgia",2.68868924436334e-08,0,8473,31,31,"(11) Mainland Fjords",1,1,0,0,0
"191",32688,"calcigorgia",3.44061090268055e-08,0,8476,27,27,"(11) Mainland Fjords",1,1,0,0,0
"192",32691,"calcigorgia",7.15098108881641e-08,0,8484,58.85,87.7,"(11) Mainland Fjords",2,1,0,1,0
"193",32908,"calcigorgia",8.5892750560528e-08,0,8476,40.5957731561111,75.7,"(11) Mainland Fjords",15,6,0,9,0
"194",33104,"calcigorgia",1.78699378552199e-07,0,8470,28.19229876,29.60147059,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0
"195",33114,"calcigorgia",2.88665366668074e-08,0,8473,30,30,"(11) Mainland Fjords",1,1,0,0,0
"196",33117,"calcigorgia",0.0816321696063107,0.0833333333333333,8473,22.5,29,"(11) Mainland Fjords",2,2,0,0,0
"197",33128,"calcigorgia",3.93348335252404e-08,0,8476,24,24,"(11) Mainland Fjords",1,1,0,0,0
"198",33320,"calcigorgia",3.44377885217046e-08,0,8470,25.5,31,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"199",33323,"calcigorgia",9.71518673986714e-08,0,8470,34.3885383958333,45.58367347,"(13) Eastern Queen Charlotte Sound",7,3,0,4,0
"200",33332,"calcigorgia",1,1,8473,23,28,"(11) Mainland Fjords",2,2,0,0,0
"201",33335,"calcigorgia",0.623836530076508,0.694444444444445,8473,29,29,"(11) Mainland Fjords",1,1,0,0,0
"202",33537,"calcigorgia",2.84905396520745e-08,0,8628,29,34,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"203",33541,"calcigorgia",2.88665366668074e-08,0,8629,30,30,"(11) Mainland Fjords",1,1,0,0,0
"204",33553,"calcigorgia",3.77606843604572e-08,0,8632,25,25,"(11) Mainland Fjords",1,1,0,0,0
"205",33562,"calcigorgia",2.88665366668074e-08,0,8634,30,30,"(11) Mainland Fjords",1,1,0,0,0
"206",33752,"calcigorgia",0.149992527789105,0.166666666666667,8628,27,27,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"207",33758,"calcigorgia",4.08395618479682e-08,0,8629,23,23,"(11) Mainland Fjords",1,1,0,0,0
"208",33760,"calcigorgia",1.06445986503565e-07,0,8630,93.7896418775,115.9285714,"(11) Mainland Fjords",4,0,0,4,0
"209",33767,"calcigorgia",3.47768700238323e-08,0,8632,25,32,"(11) Mainland Fjords",2,2,0,0,0
"210",33991,"calcigorgia",3.57966833944504e-08,0,8634,24.5,31,"(11) Mainland Fjords",2,2,0,0,0
"211",33994,"calcigorgia",3.86589848460816e-08,0,8643,23,28,"(11) Mainland Fjords",2,2,0,0,0
"212",34169,"calcigorgia",6.49331858017808e-08,0,8625,123.9268094,130.4032787,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0
"213",34181,"calcigorgia",1.57077498238864e-07,0,8628,53.8183226733333,59.22,"(13) Eastern Queen Charlotte Sound",3,0,0,3,0
"214",34187,"calcigorgia",3.67838418221764e-08,0,8629,24,30,"(11) Mainland Fjords",2,2,0,0,0
"215",34382,"calcigorgia",7.29425911896037e-08,0,8783,117.8802841,119.7484663,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0
"216",34401,"calcigorgia",3.23663622508719e-08,0,8787,26.5,33,"(11) Mainland Fjords",2,2,0,0,0
"217",34404,"calcigorgia",3.67838418221764e-08,0,8788,24,30,"(11) Mainland Fjords",2,2,0,0,0
"218",34411,"calcigorgia",3.26267270757335e-08,0,8790,28,28,"(11) Mainland Fjords",1,1,0,0,0
"219",34614,"calcigorgia",0.149979926291662,0.166666666666667,8786,29,29,"(13) Eastern Queen Charlotte Sound",1,1,0,0,0
"220",34620,"calcigorgia",2.88665366668074e-08,0,8787,30,30,"(11) Mainland Fjords",1,1,0,0,0
"221",34640,"calcigorgia",3.57966833944504e-08,0,8792,24.5,31,"(11) Mainland Fjords",2,2,0,0,0
"222",34843,"calcigorgia",3.95463890886921e-08,0,8788,22.5,27,"(11) Mainland Fjords",2,2,0,0,0
"223",34856,"calcigorgia",3.37247158029252e-08,0,8792,25.5,33,"(11) Mainland Fjords",2,2,0,0,0
"224",35042,"calcigorgia",3.32648516981539e-08,0,8783,24.5,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"225",35260,"calcigorgia",3.77380406566723e-08,0,8941,23.5,29,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"226",35293,"calcigorgia",3.17210352014887e-08,0,8950,27,33,"(11) Mainland Fjords",2,2,0,0,0
