"","PU_4Km_ID","raw_score","obs_score","UpperOceanSR","depth","max_depth","dive_samps","hook_samps","mid_samps","deep_samps","normalized_obs_score","normalized_score","rockfish_rank","rockfish_hotspot","rockfish_hotspot2"
"57",7999,0.487482970610402,0.155961019477313,"(11) Mainland Fjords",14.2727279904306,30,11,0,0,0,0.0974298347229324,0.0930095412507722,3,0,1
"58",8000,0.928866115126157,0.185289237662325,"(11) Mainland Fjords",17.3333324561403,32,6,0,0,0,0.115751358011638,0.177223444632524,6,0,1
"59",8001,2.44033904815097,0.330969180935585,"(11) Mainland Fjords",56.3466315279762,134.06,5,0,7,0,0.206758539441512,0.465605629424678,10,1,1
"60",8002,0.0381747730176079,0.00349989646957656,"(11) Mainland Fjords",16,25,3,0,0,0,0.00218640744797018,0.00728357366263309,1,0,0
"61",8003,1.66708447514467,0.869309819863307,"(11) Mainland Fjords",23,29,2,0,0,0,0.54306333952007,0.318072161711287,9,1,1
"62",8009,0.125662067573488,0.0582315678327315,"(11) Mainland Fjords",15.6666675438597,27,3,0,0,0,0.0363776285164997,0.0239757529232228,1,0,1
"63",8010,0.571064213969001,0.177237725717826,"(11) Mainland Fjords",15.3333324561403,30,6,0,0,0,0.110721527604968,0.108956463647299,4,0,1
"64",8011,1.62823919490998,0.449107819237797,"(11) Mainland Fjords",23,28,2,0,0,0,0.280560493562818,0.310660658310743,9,1,1
"65",8012,0.158896684449418,0.0187344896645947,"(11) Mainland Fjords",17.6666675438597,30,3,0,0,0,0.0117035541172868,0.0303167671855362,1,0,1
"66",8155,2.39202458890159,0.354918086112298,"(11) Mainland Fjords",92.8098815280324,124.5545455,0,0,18,0,0.221719571890404,0.456387449587674,10,1,1
"67",8156,1.70701276695691,0.322990043758675,"(11) Mainland Fjords",70.8155810663726,124.3333333,17,1,3,0,0.201773922009648,0.325690298812021,9,1,1
"68",8157,1.66269064313084,0.598558137259153,"(11) Mainland Fjords",20.5500005263158,33,19,0,0,0,0.373923051930991,0.317233838478318,9,1,1
"69",8159,2.34616300371801,1.02096378088018,"(11) Mainland Fjords",21,32,4,0,0,0,0.637802527597138,0.447637267004646,10,1,1
"70",8160,1.22271221615114,0.466962040505429,"(11) Mainland Fjords",23.6,30,10,0,0,0,0.2917141384482,0.233287948835492,7,0,1
"71",8165,0.561967989256441,0.135369543186464,"(11) Mainland Fjords",16,28,3,0,0,0,0.0845662093219044,0.10722094520125,4,0,1
"72",8168,0.39169264141379,0.695653140328214,"(11) Mainland Fjords",16,25,3,0,0,0,0.434578914101842,0.0747331806146635,3,0,1
"73",8312,1.19146356002551,0.385854578237406,"(13) Eastern Queen Charlotte Sound",55.4,105.6,0,0,3,0,0.241045794075653,0.227325846882865,7,0,1
"74",8313,0.866750104655701,0.121812665012316,"(11) Mainland Fjords",25.2413049791667,44.33333333,2,0,7,0,0.0760971418312403,0.16537199137878,6,0,1
"75",8314,1.1344346183334,0.408309649212975,"(11) Mainland Fjords",26.0243194875,46.81698113,8,0,4,0,0.255073618856317,0.216444983294629,7,0,1
"76",8315,1.80915288372432,0.533036621444046,"(11) Mainland Fjords",56.9607278170139,140.5865177,8,0,24,0,0.332991346828932,0.345178170135898,9,1,1
"77",8316,0.785361883928862,0.139019256174728,"(11) Mainland Fjords",52.2654807927083,98.0047619,8,0,4,0,0.0868462080961136,0.149843487760405,5,0,1
"78",8318,1.66824169255907,0.558704501772892,"(11) Mainland Fjords",28.3113750024167,40.46857143,5,1,5,0,0.349026233921289,0.318292953548806,9,1,1
"79",8326,0.383426749373849,0.0827211104249679,"(11) Mainland Fjords",33.5977906744047,58.2168,6,0,7,0,0.0516764005763277,0.0731560858790245,3,0,1
"80",8470,0.928790689414686,0.449612559775006,"(13) Eastern Queen Charlotte Sound",28.8452446494047,45.58367347,7,0,7,0,0.280875808166961,0.177209053748646,6,0,1
"81",8473,1.15818475690178,0.445910778202626,"(11) Mainland Fjords",17.8666675438597,31,15,0,0,0,0.278563281819121,0.220976402084749,7,0,1
"82",8476,2.09900015811877,0.56113753979225,"(11) Mainland Fjords",39.7046173523148,75.7,16,0,9,0,0.350546168151618,0.400479716342649,10,1,1
"83",8484,0.215029347888354,0.0111058776323439,"(11) Mainland Fjords",60.50625,87.7,3,0,1,0,0.00693791195901856,0.0410266249454947,1,0,1
"84",8625,1.40152658961597,0.763764351468844,"(13) Eastern Queen Charlotte Sound",123.926806658333,130.4033,0,0,2,0,0.477128418243649,0.267404920807216,8,0,1
"85",8628,1.41389078294495,0.666816852059164,"(13) Eastern Queen Charlotte Sound",42.6089861138889,59.22,4,0,3,0,0.416564702541209,0.269763952853041,8,0,1
"86",8629,1.29499747756968,1.00330237715332,"(11) Mainland Fjords",17,30,9,0,0,0,0.626769337048304,0.247079649077476,8,0,1
"87",8630,0.690992267423326,0.0939625054261016,"(11) Mainland Fjords",93.7896413298958,115.9286,0,0,4,0,0.0586989710922571,0.1318381926663,5,0,1
"88",8632,0.513538440288206,0.100270249243117,"(11) Mainland Fjords",19,32,5,0,0,0,0.0626394585270407,0.097980806767538,3,0,1
"89",8634,0.729335801079587,0.281067592882593,"(11) Mainland Fjords",18.4916658333333,31,6,0,0,0,0.175584701948598,0.139153965093872,5,0,1
"90",8643,0.0468949784419525,0.00908363561205003,"(11) Mainland Fjords",17.6666675438597,28,3,0,0,0,0.005674604586014,0.00894734933281747,1,0,0
"91",8783,2.75467254910879,0.807733149284948,"(13) Eastern Queen Charlotte Sound",80.917255875,119.7485,4,0,2,0,0.504596004173428,0.525579036674635,10,1,1
"92",8786,2.41714310158695,0.769838778658107,"(13) Eastern Queen Charlotte Sound",23,29,2,0,0,0,0.480923151306243,0.461179947957086,10,1,1
"93",8787,0.741056811923002,0.19381672084521,"(11) Mainland Fjords",21,33,5,0,0,0,0.121078530659621,0.14139028083671,5,0,1
"94",8788,1.03412041065846,0.453222985702992,"(11) Mainland Fjords",17.8083341666667,30,6,0,0,0,0.283131264066275,0.197305487149568,7,0,1
"95",8790,0.0290179768317811,0.00500715324500288,"(11) Mainland Fjords",16.6666675438597,28,3,0,0,0,0.00312800028319891,0.00553649845402807,1,0,0
"96",8792,1.84081382848723,0.78491415993403,"(11) Mainland Fjords",94.9756491911,303.7648017,5,0,0,80,0.490340837283296,0.351218934891798,9,1,1
"97",8940,0.132440552707985,0.0330885367418345,"(13) Eastern Queen Charlotte Sound",16.3333324561403,25,3,0,0,0,0.0206706180607493,0.0252690571630515,1,0,1
"98",8941,1.13624895740802,0.417620545222389,"(13) Eastern Queen Charlotte Sound",23.6539473684211,63.5,5,4,0,0,0.260890194449115,0.216791150966481,7,0,1
"99",8944,0.755679438172791,0.187157862634256,"(13) Eastern Queen Charlotte Sound",35.5113139875,62.65455,5,0,6,0,0.116918699843492,0.144180211647362,5,0,1
"100",8948,0.261563577167584,0.245181756262312,"(11) Mainland Fjords",10.5,15,2,0,0,0,0.153166592971587,0.0499051449731789,2,0,1
"101",8950,1.57720940670422,0.569947498896262,"(11) Mainland Fjords",20.28,33,10,0,0,0,0.356049805293106,0.300924406016229,8,0,1
"102",9097,0.956452455041565,0.355169539886383,"(13) Eastern Queen Charlotte Sound",24,30,2,0,0,0,0.221876656652556,0.182486793251876,6,0,1
"103",9098,1.10188785338356,0.484918597799174,"(13) Eastern Queen Charlotte Sound",19.8,27,5,0,0,0,0.302931713295977,0.210235208062088,7,0,1
"104",9099,0.820438752550239,0.236232975759164,"(13) Eastern Queen Charlotte Sound",18,24,5,0,0,0,0.147576233224546,0.156535995305649,5,0,1
"105",9102,1.53016791320092,0.494807508340348,"(13) Eastern Queen Charlotte Sound",36.1820401648148,78.14792,10,0,9,0,0.309109378220492,0.291949102273795,8,0,1
"106",9108,1.45328575512157,0.502014555402054,"(11) Mainland Fjords",57.6511738243956,206.7811421,8,3,1,21,0.313611666076879,0.277280334984599,8,0,1
"107",9109,1.03471444728091,0.280801898050624,"(11) Mainland Fjords",17.1666658333333,33,9,0,0,0,0.175418720707566,0.197418826644629,7,0,1
"108",9110,0.795817631986221,0.211561915169995,"(11) Mainland Fjords",17.6666675438597,29,3,0,0,0,0.132164065724629,0.151838397098532,5,0,1
"109",9257,1.09907517920513,0.328125080858527,"(13) Eastern Queen Charlotte Sound",19,33,4,0,0,0,0.204981812145346,0.209698562577436,7,0,1
"110",9259,2.78109271087848,1.60075217125051,"(13) Eastern Queen Charlotte Sound",25,30,6,0,0,0,1,0.530619883789546,10,1,1
"111",9260,1.03403461516206,0.422200988633884,"(13) Eastern Queen Charlotte Sound",19.1538471659919,33,13,0,0,0,0.263751626402017,0.197289117757726,7,0,1
"112",9265,0.0323686485786977,0.609663030398581,"(11) Mainland Fjords",397.525119465833,448.3930164,0,0,0,84,0.380860348871062,0.00617579143624734,1,0,0
"113",9266,0.368427056680274,0.0674859599335281,"(11) Mainland Fjords",44.2164383393333,162.9,8,3,10,0,0.0421589057604138,0.0702942124999706,2,0,1
"114",9267,1.20582366951453,0.233603964499842,"(11) Mainland Fjords",18,29,3,0,0,0,0.145933873272431,0.230065690685434,7,0,1
"115",9268,1.00468234288672,0.183170370657666,"(11) Mainland Fjords",16.6666675438597,28,3,0,0,0,0.114427688400118,0.191688837248279,6,0,1
"116",9269,0.807958639414144,0.358655725100598,"(11) Mainland Fjords",18.0909093301435,32,11,0,0,0,0.22405449859263,0.154154846286038,5,0,1
"117",9414,0.323846476761881,0.104166378926758,"(13) Eastern Queen Charlotte Sound",69.06768,71.628,0,4,0,0,0.065073395368493,0.0617884399153178,2,0,1
"118",9415,0.868421074760638,0.488437701683331,"(13) Eastern Queen Charlotte Sound",18.9793514035088,34.4424,3,4,0,0,0.30513011973725,0.165690804901044,6,0,1
"119",9418,1.59901111207643,0.627221880787876,"(13) Eastern Queen Charlotte Sound",20.635715,30,7,0,0,0,0.391829473701659,0.305084072583894,9,1,1
"120",9419,0.906444116618472,0.219967953663028,"(11) Mainland Fjords",24,30,2,0,0,0,0.137415371107189,0.172945428946122,6,0,1
"121",9428,0.286829232137597,0.0474732254650986,"(11) Mainland Fjords",16.6666675438597,28,3,0,0,0,0.0296568240341741,0.0547257174235738,2,0,1
"122",9445,0.0614527493771219,0,"(11) Mainland Fjords",21.5,28,2,0,0,0,0,0.0117249060434006,1,0,1
"123",9572,0.643824425164275,0.322342741006612,"(13) Eastern Queen Charlotte Sound",52,55,0,2,0,0,0.201369547888726,0.12283878215395,4,0,1
"124",9573,1.44205847568453,0.379561330224415,"(13) Eastern Queen Charlotte Sound",23.0600842105263,41,4,10,0,0,0.237114362261274,0.275138220956234,8,0,1
"125",9574,0.952161319946659,0.371598168418935,"(13) Eastern Queen Charlotte Sound",28.3034043859649,73.152,6,3,0,0,0.232139724744925,0.181668064125559,6,0,1
"126",9575,0.980728442897024,0.236498821777439,"(13) Eastern Queen Charlotte Sound",26.1764049594841,63.3984,7,9,1,0,0.147742308912619,0.187118541702531,6,0,1
"127",9586,1.38773899713769,0.209748443327118,"(11) Mainland Fjords",41.5685582972222,88.4,6,0,6,0,0.131031178401128,0.264774310655333,8,0,1
"128",9730,1.4554955079461,0.685113535978182,"(13) Eastern Queen Charlotte Sound",31.9868421052632,63.5,4,2,0,0,0.427994756641791,0.2777019458077,8,0,1
"129",9731,1.77320404823441,0.75219396852358,"(13) Eastern Queen Charlotte Sound",23.4639936842105,41,2,12,0,0,0.469900326879434,0.338319295264374,9,1,1
"130",9732,0.813666550387237,0.219711744095961,"(13) Eastern Queen Charlotte Sound",27.0156283022276,63.5,13,21,6,0,0.137255315371099,0.155243889828303,5,0,1
"131",9733,2.46019592522815,1.38119398047069,"(13) Eastern Queen Charlotte Sound",73.6435057743253,138.4,4,6,14,0,0.862840610356127,0.469394231568685,10,1,1
"132",9734,3.09197345641855,0.547003641925091,"(13) Eastern Queen Charlotte Sound",70.9682683737848,102.3,0,0,12,0,0.341716632811293,0.589934520955588,10,1,1
"133",9736,0.499980620995858,0.039602603687126,"(11) Mainland Fjords",53.7860074717592,149.1286,2,0,9,0,0.0247399968579698,0.0953940362980727,3,0,1
"134",9737,0.403373281934775,0.00730974706166506,"(11) Mainland Fjords",62.0597979811111,91.8069,0,0,6,0,0.00456644519554495,0.0769617938829621,3,0,1
"135",9739,0.421190517886914,0.00353034848825222,"(11) Mainland Fjords",94.7440820076191,169.8521167,0,0,7,0,0.00220543101652912,0.0803612417450899,3,0,1
"136",9740,1.0596811011601,0.176610801000781,"(11) Mainland Fjords",19,27,3,0,0,0,0.110329883771335,0.202182351042133,7,0,1
"137",9741,3.07299699762669,0.601760452325767,"(11) Mainland Fjords",40.9358382615208,85.2,2,0,10,0,0.37592355839547,0.586313898629878,10,1,1
"138",9745,0.243165827492979,0.0457576584135369,"(11) Mainland Fjords",18,28,3,0,0,0,0.0285850984526798,0.0463949377240128,2,0,1
"139",9887,0.13826553352575,0,"(13) Eastern Queen Charlotte Sound",59.2836,63.7032,0,1,0,0,0,0.0263804371010554,1,0,1
"140",9889,1.22973676039162,0.687549029368081,"(13) Eastern Queen Charlotte Sound",28.3216143859649,63.5,6,9,0,0,0.429516224757619,0.234628200037467,7,0,1
"141",9890,0.878227516229756,0.187185659774834,"(13) Eastern Queen Charlotte Sound",35.8532304768287,75.89571429,2,2,9,0,0.116936064892921,0.16756182948515,6,0,1
"142",9891,0.681536907635598,0.285860833162344,"(13) Eastern Queen Charlotte Sound",22.7894736842105,32,5,1,0,0,0.178579069450225,0.130034152875707,4,0,1
"143",9895,0.769137346900703,0.0633083189827656,"(11) Mainland Fjords",29.6313680408333,43.05203,2,0,4,0,0.0395491070509116,0.146747919633983,5,0,1
"144",9904,0.24820970788042,0.0337459891917936,"(11) Mainland Fjords",20.3333322807017,34,3,0,0,0,0.0210813327621047,0.0473572872402887,2,0,1
"145",9905,0.803538554422588,0.0721464166764485,"(11) Mainland Fjords",83.86230106,132.25,0,0,16,0,0.0450703225472357,0.153311514103912,5,0,1
"146",9906,1.44000107128887,0.56344143523545,"(11) Mainland Fjords",97.4258892613333,142.775,0,0,10,0,0.35198542619829,0.274745677522833,8,0,1
"147",9917,0.0594742801577837,0,"(11) Mainland Fjords",20.5,26,2,0,0,0,0,0.0113474230838646,1,0,1
"148",9918,0.674393224179133,0.19143890681274,"(11) Mainland Fjords",23.5,33,2,0,0,0,0.11959309520298,0.128671170451327,4,0,1
"149",10045,0.947393940929211,0.489647088249651,"(13) Eastern Queen Charlotte Sound",41.3406786666667,72.8472,0,12,0,0,0.305885631169962,0.180758469817421,6,0,1
"150",10046,0.991499656399604,0.380725688528201,"(13) Eastern Queen Charlotte Sound",23.8,30,5,0,0,0,0.237841744253751,0.189173640417743,6,0,1
"151",10062,0.78818179402903,0.177990594426639,"(11) Mainland Fjords",68.7631578947368,188.5,2,1,0,0,0.111191849446371,0.150381513826129,5,0,1
"152",10063,1.18993533013656,0.368093941747491,"(11) Mainland Fjords",32.3684210526316,81,2,1,0,0,0.229950612192476,0.227034267546835,7,0,1
"153",10074,0.0560534508297478,0,"(11) Mainland Fjords",18,24,2,0,0,0,0,0.0106947443531606,1,0,1
"154",10075,0.0676425619912795,0.0034345204531045,"(11) Mainland Fjords",19,30,5,0,0,0,0.00214556663722745,0.0129058942345371,1,0,1
"155",10203,1.24482312811745,0.439212366179304,"(13) Eastern Queen Charlotte Sound",25.9787368421053,55.4736,4,5,0,0,0.274378741486379,0.237506610619814,7,0,1
"156",10210,0.285738585083184,0.0367838787239482,"(11) Mainland Fjords",24,30,2,0,0,0,0.0229791215558449,0.0545176269090057,2,0,1
"157",10211,0.366513355029241,0.0547742505204362,"(11) Mainland Fjords",22,28,2,0,0,0,0.034217820537233,0.0699290868989049,2,0,1
"158",10221,1.43583246969766,0.560000848378891,"(11) Mainland Fjords",18.3333322807017,30,3,0,0,0,0.349836069840478,0.273950327233633,8,0,1
"159",10222,0.810904884995493,0.14073298320941,"(11) Mainland Fjords",41.15,110,1,4,0,0,0.0879167842074324,0.154716976588949,5,0,1
"160",10367,0.675563213732672,1.0598718761543,"(11) Mainland Fjords",92.4592946043207,244.5752333,0,0,8,31,0.662108660659397,0.128894399155105,4,0,1
"161",10368,0.648652047346466,0.169410623065627,"(11) Mainland Fjords",30.3718663304365,63.5,6,7,7,0,0.105831887101726,0.123759870584865,4,0,1
"162",10369,2.57806407384905,0.615487921639817,"(11) Mainland Fjords",58.1778850487663,182.335316,3,2,6,57,0.384499195249566,0.491882940082093,10,1,1
"163",10381,0.630340398060584,0.260018144197284,"(11) Mainland Fjords",48,74,0,1,0,0,0.162434978297831,0.120266090899613,4,0,1
"164",10382,0.472376437022029,0.187277226595436,"(11) Mainland Fjords",21,30,5,0,0,0,0.11699326726456,0.090127283113253,3,0,1
"165",10389,0.267557384660947,0,"(11) Mainland Fjords",18.6208333333333,24,2,0,1,0,0,0.051048736275671,2,0,1
"166",10520,2.17769634746854,0.427636863601593,"(13) Eastern Queen Charlotte Sound",52.4250073921428,65.7,0,1,7,0,0.267147451855412,0.41549459257605,10,1,1
"167",10521,3.53346093150649,0.864698870553485,"(13) Eastern Queen Charlotte Sound",82.2142871433333,91.6,0,0,2,0,0.54018285033965,0.674168330137629,10,1,1
"168",10523,0.276503068668972,0.260783970069993,"(11) Mainland Fjords",356.139018318222,407.6386,0,0,0,45,0.162913394561425,0.0527555322376283,2,0,1
"169",10524,1.94331463628614,0.848298352594887,"(11) Mainland Fjords",171.164453044986,515.7026,0,0,9,67,0.529937343100521,0.370775624429634,9,1,1
"170",10525,0.990532121124679,0.347245920876749,"(11) Mainland Fjords",89.1074370094841,319.4307,0,1,17,63,0.216926721770728,0.188989039072691,6,0,1
"171",10527,0.255067172554163,0,"(11) Mainland Fjords",92.9965171466667,131.4231,0,0,7,0,0,0.0486656604182269,2,0,1
"172",10528,0.918791178631391,0.0665893855509432,"(11) Mainland Fjords",55.2276041666667,77.325,4,0,1,0,0.0415988100762177,0.175301192414492,6,0,1
"173",10674,1.28714558170788,0.852127050124882,"(13) Eastern Queen Charlotte Sound",19.6666677192983,34,3,0,0,0,0.532329154649341,0.245581542936166,8,0,1
"174",10675,1.3789645937227,0.714725298137443,"(13) Eastern Queen Charlotte Sound",21.0909093779904,35,11,0,0,0,0.446493411643539,0.26310019425419,8,0,1
"175",10676,0.665691864598595,0.450315017762749,"(13) Eastern Queen Charlotte Sound",23,27,4,0,0,0,0.281314638112258,0.127010990482721,4,0,1
"176",10680,0.56002542825505,0.212927054846942,"(11) Mainland Fjords",18,20,2,0,0,0,0.133016877110092,0.106850313366942,4,0,1
"177",10682,0.976572179301687,0.208845619304421,"(11) Mainland Fjords",80.1483515055556,152.2995,2,0,18,0,0.130467178527248,0.18632554544702,6,0,1
"178",10683,1.85045010218696,0.678440328070429,"(11) Mainland Fjords",73.6419416007598,120.8548387,0,3,17,0,0.423825961479365,0.3530574922368,9,1,1
"179",10684,0.504310720090284,0.0951127133557115,"(11) Mainland Fjords",41.5949006162963,85.6,0,0,9,0,0.0594175132565393,0.0962201995788917,3,0,1
