Descriptive ID,Date,Transect.Transect Number,Depth,GlassSponge1,GlassSponge2,GlassSponge3,Species,TL,Multiplier,PU_1Km_ID,PU_4Km_ID,UpperOceanSR,RCA_DistKM,RCA_Name,RCA
wds-07-03-2021,7-Mar-21,1,29,1,1,1,quillback,17,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,1,29,1,1,1,quillback,18,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,1,29,1,1,1,quillback,20,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,1,29,1,1,1,yellowtail,10,2,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,1,29,1,1,1,yellowtail,16,6,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,1,29,1,1,1,yellowtail,23,2,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,1,29,1,1,1,lingcod,23,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,canary,8,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,canary,11,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,quillback,24,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,quillback,15,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,quillback,17,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,quillback,12,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,quillback,14,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,copper,39,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,black,15,22,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,black,18,9,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,black,13,30,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,black,35,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,china,20,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,china,42,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,china,33,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,kelp greenling,22,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,kelp greenling,24,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,kelp greenling,18,1,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
wds-07-03-2021,7-Mar-21,2,16,1,0,0,striped perch,12,60,33117,8473,(11) Mainland Fjords,23.44,West Calvert,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,copper,32,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,copper,27,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,widow,15,160,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,widow,9,300,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,china,33,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,china,26,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,china,27,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,quillback,24,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,quillback,28,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,quillback,21,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,quillback,29,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
3br-13-08-2019,13-Aug-19,1,30,0,0,0,quillback,28,1,38218,9418,(13) Eastern Queen Charlotte Sound,10.25,Goose Island,out
adi--12-09-2019,12-Sep-19,1,30,1,1,1,widow,20,50,28984,7687,(11) Mainland Fjords,5.17,Fish Egg Inlet,out
adi--12-09-2019,12-Sep-19,1,30,1,1,1,widow,25,20,28984,7687,(11) Mainland Fjords,5.17,Fish Egg Inlet,out
adi--12-09-2019,12-Sep-19,1,30,1,1,1,yellowtail,25,50,28984,7687,(11) Mainland Fjords,5.17,Fish Egg Inlet,out
adi--12-09-2019,12-Sep-19,1,30,1,1,1,quillback,30,3,28984,7687,(11) Mainland Fjords,5.17,Fish Egg Inlet,out
adl-12-09-2019,12-Sep-19,1,31,3,1,3,quillback,28,1,28778,7686,(11) Mainland Fjords,6.13,Fish Egg Inlet,out
adl-12-09-2019,12-Sep-19,1,31,3,1,3,quillback,16,1,28778,7686,(11) Mainland Fjords,6.13,Fish Egg Inlet,out
adl-12-09-2019,12-Sep-19,1,31,3,1,3,quillback,30,1,28778,7686,(11) Mainland Fjords,6.13,Fish Egg Inlet,out
adl-12-09-2019,12-Sep-19,1,31,3,1,3,kelp greenling,28,1,28778,7686,(11) Mainland Fjords,6.13,Fish Egg Inlet,out
adl-12-09-2019,12-Sep-19,1,31,3,1,3,quillback,36,2,28778,7686,(11) Mainland Fjords,6.13,Fish Egg Inlet,out
adl-12-09-2019,12-Sep-19,1,31,3,1,3,quillback,22,1,28778,7686,(11) Mainland Fjords,6.13,Fish Egg Inlet,out
adl-12-09-2019,12-Sep-19,1,31,3,1,3,quillback,38,1,28778,7686,(11) Mainland Fjords,6.13,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,yellowtail,20,1,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,quillback,25,2,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,quillback,20,4,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,kelp greenling,30,1,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,kelp greenling,25,1,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,yellowtail,20,1,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,big mouth sculpin,58,1,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,quillback,18,1,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,yellowtail,25,2,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
adv-20-10-2018,20-Oct-18,1,27,2,2,2,quillback,20,1,28577,7687,(11) Mainland Fjords,5.84,Fish Egg Inlet,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,quillback,28,3,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,yellowtail,23,50,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,yellowtail,30,10,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,china,18,22,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,yellowtail,18,120,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,tiger,27,1,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,quillback,26,4,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,china,26,1,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,china,22,1,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,quillback,23,1,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,quillback,32,1,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,quillback,14,1,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,yellowtail,26,30,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,yellowtail,23,60,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,copper,24,1,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
ahp-07-09-2018,7-Sep-18,1,36,2,2,2,quillback,26,1,70113,14312,(11) Mainland Fjords,67.92,Kitasu Bay,out
aky-26-08-2018,26-Aug-18,1,30,0,0,0,rock sole,32,1,40893,9891,(13) Eastern Queen Charlotte Sound,3.55,McMullin Group,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,quillback,34,1,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,yellowtail,15,42,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,yellowtail,18,100,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,yellowtail,22,50,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,yellowtail,24,30,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,kelp greenling,26,3,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,quillback,28,1,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,quillback,29,1,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,quillback,30,1,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,quillback,24,1,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,quillback,27,1,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
alx-20-08-2019,20-Aug-19,1,26,0,0,0,quillback,29,1,58071,12415,(11) Mainland Fjords,16.39,Kitasu Bay,out
ap-28-03-2017,28-Mar-17,1,30,,,,shortbelly,7,6,55000,11937,(13) Eastern Queen Charlotte Sound,5.03,Kitasu Bay,out
ap-28-03-2017,28-Mar-17,1,30,,,,yellowtail,8,8,55000,11937,(13) Eastern Queen Charlotte Sound,5.03,Kitasu Bay,out
ap-28-03-2017,28-Mar-17,1,30,,,,puget sound,8,2,55000,11937,(13) Eastern Queen Charlotte Sound,5.03,Kitasu Bay,out
arp-19-08-2019,19-Aug-19,1,30,1,2,2,none,,0,51581,11314,(11) Mainland Fjords,42.28,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,copper,40,1,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,china,20,2,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,black & yellowtail,4,20,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,widow,5,100,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,tiger,25,1,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,yellowtail,20,1,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,quillback,20,1,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,quillback,30,2,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,quillback,22,5,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,china,25,2,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,china,30,1,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,china,22,1,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
atc-15-09-2020,15-Sep-20,1,27,0,0,0,widow,25,50,39611,9575,(13) Eastern Queen Charlotte Sound,5.89,McMullin Group,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,quillback,12,1,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,yellowtail,18,11,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,yelloweye,38,1,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,kelp greenling,32,4,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,quillback,20,2,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,quillback,14,3,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,black & yellowtail,6,170,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,kelp greenling,28,2,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,widow,6,130,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,black & yellowtail,5,600,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,deacon,32,6,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,yelloweye,10,1,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,yellowtail,16,22,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,quillback,15,5,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,quillback,12,4,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,quillback,30,3,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,china,22,1,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,china,32,1,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,yelloweye,11,1,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-13-09-2020,13-Sep-20,1,30,0,0,1,deacon,22,14,31391,8157,(11) Mainland Fjords,16.28,West Calvert,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,widow,34,10,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,yelloweye,46,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,yelloweye,23,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,silvergray,37,6,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,widow,22,8,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,quillback,46,5,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,lingcod,44,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,lingcod,70,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,tiger,38,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,yellowtail,38,150,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,yelloweye,35,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,yelloweye,33,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,silvergray,48,4,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,widow,28,7,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,widow,44,3,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,quillback,46,7,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,quillback,36,11,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,yellowtail,28,120,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,quillback,36,12,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,yelloweye,54,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,lingcod,78,1,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,silvergray,48,8,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,silvergray,32,9,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,yellowtail,33,40,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bar-20-10-2018,20-Oct-18,1,30,3,3,3,silvergray,33,5,28186,7529,(11) Mainland Fjords,3.83,Fish Egg Inlet,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,yelloweye,12,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,yelloweye,14,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,yelloweye,18,3,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,yelloweye,22,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,yelloweye,28,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,yelloweye,33,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,yelloweye,35,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,quillback,35,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,quillback,31,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,quillback,26,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bbm-21-05-2019,19-May-19,1,30,0,0,0,yellowtail,16,1,60923,12741,(11) Mainland Fjords,84.81,Kitasu Bay,out
bc1-27-06-2019,27-Jun-19,1,25,0,0,0,none,,0,39389,9586,(11) Mainland Fjords,60.39,Fish Egg Inlet,out
bc2-27-06-2019,27-Jun-19,1,28,2,2,2,shortbelly,12,2,40140,9745,(11) Mainland Fjords,62.93,Fish Egg Inlet,out
bc2-27-06-2019,27-Jun-19,1,28,2,2,2,shortbelly,6,2,40140,9745,(11) Mainland Fjords,62.93,Fish Egg Inlet,out
bc3-27-06-2019,27-Jun-19,1,30,3,3,3,quillback,8,18,42823,10062,(11) Mainland Fjords,75.4,Fish Egg Inlet,out
bc3-27-06-2019,27-Jun-19,1,30,3,3,3,quillback,36,2,42823,10062,(11) Mainland Fjords,75.4,Fish Egg Inlet,out
bc3-27-06-2019,27-Jun-19,1,30,3,3,3,quillback,38,2,42823,10062,(11) Mainland Fjords,75.4,Fish Egg Inlet,out
bc3-27-06-2019,27-Jun-19,1,30,3,3,3,redstripe,14,2,42823,10062,(11) Mainland Fjords,75.4,Fish Egg Inlet,out
