"","PU_4Km_ID","PU_1Km_ID","UpperOceanSR","survey_id","counts","effort","sample_size","species","depth","max_depth","gear"
"31","6425",21939,"(11) Mainland Fjords","srp-15-09-2019_2",0,120,1,"sponge",15,15,"dive"
"32","6425",21939,"(11) Mainland Fjords","srp-19-09-2020_1",0.0416666666666667,120,1,"sponge",30,30,"dive"
"33","6425",21939,"(11) Mainland Fjords","srp-19-09-2020_2",0,120,1,"sponge",18,18,"dive"
"34","6425",21940,"(11) Mainland Fjords","jdr-19-09-2019_1",0.125,120,1,"sponge",31,31,"dive"
"35","6425",21940,"(11) Mainland Fjords","jdr-19-09-2019_2",0,120,1,"sponge",16,16,"dive"
"36","6425",21941,"(11) Mainland Fjords","mos-29-09-2019_1",0.208333333333333,120,1,"sponge",30,30,"dive"
"37","6425",21941,"(11) Mainland Fjords","mos-29-09-2019_2",0,120,1,"sponge",18,18,"dive"
"38","6425",21941,"(11) Mainland Fjords","mos-29-09-2019_3",0,120,1,"sponge",5,5,"dive"
"39","6425",22163,"(11) Mainland Fjords","mlm-19-09-2020_1",0.0833333333333333,120,1,"sponge",32,32,"dive"
"40","6425",22163,"(11) Mainland Fjords","mlm-19-09-2020_2",0,120,1,"sponge",15,15,"dive"
"41","6425",22163,"(11) Mainland Fjords","mlm-19-09-2020_3",0,120,1,"sponge",6,6,"dive"
"42","6425",22163,"(11) Mainland Fjords","mlr-19-09-2019_1",0.125,120,1,"sponge",32,32,"dive"
"43","6425",22163,"(11) Mainland Fjords","mlr-19-09-2019_2",0,120,1,"sponge",18,18,"dive"
"44","6425",22163,"(11) Mainland Fjords","mlr-19-09-2019_3",0,120,1,"sponge",5,5,"dive"
"45","6426",22167,"(11) Mainland Fjords","orp-29-09-2019_1",0.375,120,1,"sponge",33,33,"dive"
"46","6426",22167,"(11) Mainland Fjords","orp-29-09-2019_2",0.375,120,1,"sponge",18,18,"dive"
"47","6581",23031,"(13) Eastern Queen Charlotte Sound","sr-15-04-2017_1",0,120,1,"sponge",30,30,"dive"
"48","6581",23031,"(13) Eastern Queen Charlotte Sound","sr-15-04-2017_2",0,120,1,"sponge",20,20,"dive"
"49","6736",23420,"(13) Eastern Queen Charlotte Sound","T_15_5",0,124.4622,1,"sponge",84,84,"mid_video"
"50","6736",23420,"(13) Eastern Queen Charlotte Sound","T_15_6",0,103.5911,1,"sponge",84,84,"mid_video"
"51","6737",24038,"(13) Eastern Queen Charlotte Sound","T_143_5",0.125,100.0075,1,"sponge",76.425,76.425,"mid_video"
"52","6739",23432,"(11) Mainland Fjords","ss-15-04-2017_1",0,120,1,"sponge",26,26,"dive"
"53","6740",23434,"(11) Mainland Fjords","klh-16-04-2019_1",0,120,1,"sponge",25,25,"dive"
"54","6740",23434,"(11) Mainland Fjords","klh-16-04-2019_2",0,120,1,"sponge",17,17,"dive"
"55","6740",23434,"(11) Mainland Fjords","klh-16-04-2019_3",0,120,1,"sponge",4,4,"dive"
"56","6740",23435,"(11) Mainland Fjords","cra-16-04-2019_1",0,120,1,"sponge",30,30,"dive"
"57","6740",23435,"(11) Mainland Fjords","cra-16-04-2019_2",0,120,1,"sponge",17,17,"dive"
"58","6740",23435,"(11) Mainland Fjords","cra-16-04-2019_3",0,120,1,"sponge",9,9,"dive"
"59","6741",23845,"(11) Mainland Fjords","hmp-16-04-2019_1",0.625,120,1,"sponge",30,30,"dive"
"60","6741",23845,"(11) Mainland Fjords","hmp-16-04-2019_2",0,120,1,"sponge",19,19,"dive"
"61","6741",23845,"(11) Mainland Fjords","hmp-16-04-2019_3",0,120,1,"sponge",9,9,"dive"
"62","6742",24056,"(11) Mainland Fjords","myp-17-04-2019_1",0.625,120,1,"sponge",30,30,"dive"
"63","6742",24056,"(11) Mainland Fjords","myp-17-04-2019_2",0.25,120,1,"sponge",22,22,"dive"
"64","6742",24058,"(11) Mainland Fjords","cmy-17-09-2019_1",0,120,1,"sponge",25,25,"dive"
"65","6742",24058,"(11) Mainland Fjords","cmy-17-09-2019_2",0,120,1,"sponge",10,10,"dive"
"66","6742",24058,"(11) Mainland Fjords","cmy-17-09-2019_3",0,120,1,"sponge",5,5,"dive"
"67","6895",24256,"(13) Eastern Queen Charlotte Sound","hes-12-04-2019_1",0,120,1,"sponge",30,30,"dive"
"68","6895",24256,"(13) Eastern Queen Charlotte Sound","hes-12-04-2019_2",0,120,1,"sponge",18,18,"dive"
"69","6895",24256,"(13) Eastern Queen Charlotte Sound","T_83_2",0,104.8829,1,"sponge",35,35,"mid_video"
"70","6895",24256,"(13) Eastern Queen Charlotte Sound","T_83_4",0,98.1059,1,"sponge",40.6,40.6,"mid_video"
"71","6895",24256,"(13) Eastern Queen Charlotte Sound","T_84_3",0,81.4281,1,"sponge",53.11,53.11,"mid_video"
"72","6895",24887,"(13) Eastern Queen Charlotte Sound","ohn-18-09-2019_1",0,120,1,"sponge",31,31,"dive"
"73","6895",24887,"(13) Eastern Queen Charlotte Sound","ohn-18-09-2019_2",0,120,1,"sponge",18,18,"dive"
"74","6896",24468,"(13) Eastern Queen Charlotte Sound","sor-12-04-2019_1",0,120,1,"sponge",19,19,"dive"
"75","6896",24468,"(13) Eastern Queen Charlotte Sound","sor-12-04-2019_2",0,120,1,"sponge",16,16,"dive"
"76","6896",24468,"(13) Eastern Queen Charlotte Sound","sor-12-04-2019_3",0,120,1,"sponge",10,10,"dive"
"77","6896",24678,"(11) Mainland Fjords","clb-18-09-2019_1",0,120,1,"sponge",20,20,"dive"
"78","6896",24678,"(11) Mainland Fjords","clb-18-09-2019_2",0,120,1,"sponge",20,20,"dive"
"79","6896",24678,"(11) Mainland Fjords","clp-12-04-2019_1",0,120,1,"sponge",30,30,"dive"
"80","6896",24678,"(11) Mainland Fjords","clp-12-04-2019_2",0,120,1,"sponge",18,18,"dive"
"81","6896",24891,"(11) Mainland Fjords","clp-18-09-2019_1",0.125,120,1,"sponge",30,30,"dive"
"82","6896",24891,"(11) Mainland Fjords","clp-18-09-2019_2",0,120,1,"sponge",18,18,"dive"
"83","6896",24891,"(11) Mainland Fjords","clp-18-09-2019_3",0,120,1,"sponge",5,5,"dive"
"84","6899",24272,"(11) Mainland Fjords","T_6_4",0,97.1365,1,"sponge",30,30,"mid_video"
"85","6899",24481,"(11) Mainland Fjords","mnb-28-09-2019_1",0.375,120,1,"sponge",33,33,"dive"
"86","6899",24481,"(11) Mainland Fjords","mnb-28-09-2019_2",0,120,1,"sponge",18,18,"dive"
"87","6899",24482,"(11) Mainland Fjords","shb-17-04-2019_1",0,120,1,"sponge",21,21,"dive"
"88","6899",24482,"(11) Mainland Fjords","shb-17-04-2019_2",0,120,1,"sponge",15,15,"dive"
"89","6899",24482,"(11) Mainland Fjords","shb-17-04-2019_3",0,120,1,"sponge",9,9,"dive"
"90","6899",24691,"(11) Mainland Fjords","mjb-17-04-2019_1",0,120,1,"sponge",27,27,"dive"
"91","6899",24691,"(11) Mainland Fjords","mjb-17-04-2019_2",0,120,1,"sponge",16,16,"dive"
"92","6899",24691,"(11) Mainland Fjords","mjb-17-04-2019_3",0,120,1,"sponge",6,6,"dive"
"93","6900",24275,"(11) Mainland Fjords","hfp-17-09-2019_1",0.625,120,1,"sponge",30,30,"dive"
"94","6900",24275,"(11) Mainland Fjords","hfp-17-09-2019_2",0,120,1,"sponge",15,15,"dive"
"95","6900",24275,"(11) Mainland Fjords","hfp-17-09-2019_3",0,120,1,"sponge",5,5,"dive"
"96","6900",24276,"(11) Mainland Fjords","dcb-13-04-2019_1",0,120,1,"sponge",25,25,"dive"
"97","6900",24276,"(11) Mainland Fjords","dcb-13-04-2019_2",0,120,1,"sponge",17,17,"dive"
"98","6900",24276,"(11) Mainland Fjords","dcb-13-04-2019_3",0,120,1,"sponge",10,10,"dive"
"99","6900",24484,"(11) Mainland Fjords","mor-17-04-2019_1",0,120,1,"sponge",24,24,"dive"
"100","6900",24484,"(11) Mainland Fjords","mor-17-04-2019_2",0,120,1,"sponge",10,10,"dive"
"101","6900",24484,"(11) Mainland Fjords","mor-17-04-2019_3",0,120,1,"sponge",6,6,"dive"
"102","6900",24486,"(11) Mainland Fjords","caf-17-09-2019_1",0.625,120,1,"sponge",30,30,"dive"
"103","6900",24486,"(11) Mainland Fjords","caf-17-09-2019_2",0.375,120,1,"sponge",20,20,"dive"
"104","6900",24486,"(11) Mainland Fjords","caf-17-09-2019_3",0,120,1,"sponge",5,5,"dive"
"105","6900",24694,"(11) Mainland Fjords","cow-17-09-2019_1",0.375,120,1,"sponge",30,30,"dive"
"106","6900",24694,"(11) Mainland Fjords","cow-17-09-2019_2",0,120,1,"sponge",18,18,"dive"
"107","6900",24694,"(11) Mainland Fjords","cow-17-09-2019_3",0,120,1,"sponge",5,5,"dive"
"108","7051",25100,"(13) Eastern Queen Charlotte Sound","hep-18-09-2019_1",0,120,1,"sponge",22,22,"dive"
"109","7051",25100,"(13) Eastern Queen Charlotte Sound","hep-18-09-2019_2",0,120,1,"sponge",20,20,"dive"
"110","7052",25319,"(13) Eastern Queen Charlotte Sound","ur-14-04-2017_1",0,120,1,"sponge",30,30,"dive"
"111","7052",25319,"(13) Eastern Queen Charlotte Sound","ur-14-04-2017_2",0,120,1,"sponge",20,20,"dive"
"112","7054",25536,"(11) Mainland Fjords","enc-24-09-2019_1",0,120,1,"sponge",32,32,"dive"
"113","7054",25536,"(11) Mainland Fjords","enc-24-09-2019_2",0,120,1,"sponge",20,20,"dive"
"114","7054",25536,"(11) Mainland Fjords","enc-24-09-2019_3",0,120,1,"sponge",5,5,"dive"
"115","7054",25743,"(11) Mainland Fjords","ncc-24-09-2019_1",0.125,120,1,"sponge",30,30,"dive"
"116","7054",25743,"(11) Mainland Fjords","ncc-24-09-2019_2",0,120,1,"sponge",16,16,"dive"
"117","7056",25544,"(11) Mainland Fjords","T_104_1",0.125,124.907,1,"sponge",39.62833333,39.62833333,"mid_video"
"118","7056",25544,"(11) Mainland Fjords","T_104_2",0.125,102.6212,1,"sponge",47.47,47.47,"mid_video"
"119","7056",25544,"(11) Mainland Fjords","T_104_3",0.125,111.8542,1,"sponge",58.71914894,58.71914894,"mid_video"
"120","7056",25544,"(11) Mainland Fjords","T_104_4",0,124.1631,1,"sponge",49.27936508,49.27936508,"mid_video"
"121","7056",25544,"(11) Mainland Fjords","T_104_5",0,126.6419,1,"sponge",39.8754717,39.8754717,"mid_video"
"122","7056",25544,"(11) Mainland Fjords","T_104_8",0,122.1218,1,"sponge",44.27058824,44.27058824,"mid_video"
"123","7056",25544,"(11) Mainland Fjords","T_104_9",0,112.9471,1,"sponge",58.21041667,58.21041667,"mid_video"
"124","7056",25544,"(11) Mainland Fjords","T_12_1",0.09375,112.9173,1,"sponge",31,31,"mid_video"
"125","7056",25544,"(11) Mainland Fjords","T_12_2",0.083333333375,85.8268,1,"sponge",29.66666667,29.66666667,"mid_video"
"126","7056",25544,"(11) Mainland Fjords","T_12_4",0.125,114.9658,1,"sponge",33,33,"mid_video"
"127","7056",25751,"(11) Mainland Fjords","T_58_1",0.125,127.9952,1,"sponge",34.63636364,34.63636364,"mid_video"
"128","7056",25751,"(11) Mainland Fjords","T_58_2",0.125,121.3132,1,"sponge",38.94857143,38.94857143,"mid_video"
"129","7056",25751,"(11) Mainland Fjords","T_58_3",0.125,77.211,1,"sponge",54.20588235,54.20588235,"mid_video"
"130","7056",25751,"(11) Mainland Fjords","T_58_4",0.125,94.5065,1,"sponge",63.35862069,63.35862069,"mid_video"
"131","7057",25122,"(11) Mainland Fjords","brr-16-09-2019_1",0.125,120,1,"sponge",29,29,"dive"
"132","7057",25122,"(11) Mainland Fjords","brr-16-09-2019_2",0,120,1,"sponge",18,18,"dive"
"133","7057",25122,"(11) Mainland Fjords","T_51_1",0,127.932,1,"sponge",20.44655958,20.44655958,"mid_video"
"134","7057",25122,"(11) Mainland Fjords","T_51_2",0,124.1597,1,"sponge",20.53376623,20.53376623,"mid_video"
"135","7057",25122,"(11) Mainland Fjords","T_51_3",0,121.9016,1,"sponge",25.02389558,25.02389558,"mid_video"
"136","7057",25122,"(11) Mainland Fjords","T_51_4",0,120.819,1,"sponge",39.57060811,39.57060811,"mid_video"
"137","7057",25122,"(11) Mainland Fjords","T_51_5",0.0263157895,107.3453,1,"sponge",49.1222973,49.1222973,"mid_video"
"138","7057",25122,"(11) Mainland Fjords","T_51_6",0.125,121.1553,1,"sponge",57.89425676,57.89425676,"mid_video"
"139","7057",25122,"(11) Mainland Fjords","T_51_7",0.125,115.8955,1,"sponge",69.20033784,69.20033784,"mid_video"
"140","7057",25122,"(11) Mainland Fjords","T_51_8",0.125,112.3985,1,"sponge",77.3875,77.3875,"mid_video"
"141","7057",25122,"(11) Mainland Fjords","T_51_9",0.010416666625,112.741,1,"sponge",84.32284159,84.32284159,"mid_video"
"142","7057",25123,"(11) Mainland Fjords","T_55_10",0.125,106.2123,1,"sponge",99.28541667,99.28541667,"mid_video"
"143","7057",25123,"(11) Mainland Fjords","T_55_3",0,125.3316,1,"sponge",34.79166667,34.79166667,"mid_video"
"144","7057",25123,"(11) Mainland Fjords","T_55_4",0,115.8643,1,"sponge",40.30783699,40.30783699,"mid_video"
"145","7057",25123,"(11) Mainland Fjords","T_55_5",0,117.7118,1,"sponge",45.03103448,45.03103448,"mid_video"
"146","7057",25123,"(11) Mainland Fjords","T_55_6",0,121.4357,1,"sponge",53.33955156,53.33955156,"mid_video"
"147","7057",25123,"(11) Mainland Fjords","T_55_7",0,119.9007,1,"sponge",63.43728814,63.43728814,"mid_video"
"148","7057",25123,"(11) Mainland Fjords","T_55_8",0.053571428625,110.4057,1,"sponge",78.24668584,78.24668584,"mid_video"
"149","7057",25123,"(11) Mainland Fjords","T_55_9",0.125,103.0829,1,"sponge",92.63875,92.63875,"mid_video"
"150","7057",25335,"(11) Mainland Fjords","T_88_1",0.125,113.9134,1,"sponge",38.66666667,38.66666667,"mid_video"
"151","7057",25335,"(11) Mainland Fjords","T_88_10",0,93.5898,1,"sponge",113,113,"mid_video"
"152","7057",25335,"(11) Mainland Fjords","T_88_2",0.125,83.9808,1,"sponge",49.54545455,49.54545455,"mid_video"
"153","7057",25335,"(11) Mainland Fjords","T_88_3",0.125,124.2806,1,"sponge",53.3,53.3,"mid_video"
"154","7057",25335,"(11) Mainland Fjords","T_88_4",0.125,112.0965,1,"sponge",62.21052632,62.21052632,"mid_video"
"155","7057",25335,"(11) Mainland Fjords","T_88_7",0.125,88.71,1,"sponge",104,104,"mid_video"
"156","7057",25335,"(11) Mainland Fjords","T_88_8",0.125,104.0107,1,"sponge",106.3571429,106.3571429,"mid_video"
"157","7057",25336,"(11) Mainland Fjords","kqo-28-09-2019_1",0,120,1,"sponge",30,30,"dive"
"158","7057",25336,"(11) Mainland Fjords","kqo-28-09-2019_2",0,120,1,"sponge",18,18,"dive"
"159","7057",25336,"(11) Mainland Fjords","kqo-28-09-2019_3",0,120,1,"sponge",5,5,"dive"
"160","7057",25549,"(11) Mainland Fjords","pin-28-09-2019_1",0,120,1,"sponge",30,30,"dive"
"161","7057",25549,"(11) Mainland Fjords","pin-28-09-2019_2",0,120,1,"sponge",18,18,"dive"
"162","7057",25549,"(11) Mainland Fjords","pin-28-09-2019_3",0,120,1,"sponge",5,5,"dive"
"163","7057",25549,"(11) Mainland Fjords","T_95_3",0,125.0695,1,"sponge",52.98736842,52.98736842,"mid_video"
"164","7057",25549,"(11) Mainland Fjords","T_95_4",0,121.1979,1,"sponge",57.20111111,57.20111111,"mid_video"
"165","7057",25549,"(11) Mainland Fjords","T_95_5",0,121.3014,1,"sponge",59.5,59.5,"mid_video"
"166","7057",25549,"(11) Mainland Fjords","T_95_6",0,124.4818,1,"sponge",59.5,59.5,"mid_video"
"167","7057",25756,"(11) Mainland Fjords","T_95_1",0,128.3393,1,"sponge",59.37894737,59.37894737,"mid_video"
"168","7057",25756,"(11) Mainland Fjords","T_95_2",0,126.523,1,"sponge",63.59042553,63.59042553,"mid_video"
"169","7058",25124,"(11) Mainland Fjords","T_55_1",0,128.1173,1,"sponge",31.32688172,31.32688172,"mid_video"
"170","7058",25124,"(11) Mainland Fjords","T_55_2",0,125.5947,1,"sponge",31.45735294,31.45735294,"mid_video"
"171","7058",25341,"(11) Mainland Fjords","cnf-25-09-2020_1",0,120,1,"sponge",27,27,"dive"
"172","7058",25341,"(11) Mainland Fjords","cnf-25-09-2020_2",0,120,1,"sponge",16,16,"dive"
"173","7058",25341,"(11) Mainland Fjords","cnf-25-09-2020_3",0,120,1,"sponge",5,5,"dive"
"174","7060",25347,"(11) Mainland Fjords","drw-25-09-2019_1",0,120,1,"sponge",30,30,"dive"
"175","7060",25347,"(11) Mainland Fjords","drw-25-09-2019_2",0,120,1,"sponge",18,18,"dive"
"176","7060",25347,"(11) Mainland Fjords","drw-25-09-2019_3",0,120,1,"sponge",5,5,"dive"
"177","7060",25558,"(11) Mainland Fjords","ind-25-09-2019_1",0,120,1,"sponge",25,25,"dive"
"178","7060",25558,"(11) Mainland Fjords","ind-25-09-2019_2",0,120,1,"sponge",15,15,"dive"
"179","7060",25765,"(11) Mainland Fjords","dry-13-04-2019_1",0.0833333333333333,120,1,"sponge",24,24,"dive"
"180","7060",25765,"(11) Mainland Fjords","dry-13-04-2019_2",0.375,120,1,"sponge",18,18,"dive"
"181","7060",25765,"(11) Mainland Fjords","dry-13-04-2019_3",0,120,1,"sponge",12,12,"dive"
"182","7208",26549,"(13) Eastern Queen Charlotte Sound","fr-14-04-2017_1",0.125,120,1,"sponge",26,26,"dive"
"183","7208",26549,"(13) Eastern Queen Charlotte Sound","fr-14-04-2017_2",0.125,120,1,"sponge",18,18,"dive"
"184","7214",25956,"(11) Mainland Fjords","rur-16-09-2019_1",0.541666666666667,120,1,"sponge",29,29,"dive"
"185","7214",25956,"(11) Mainland Fjords","rur-16-09-2019_2",0,120,1,"sponge",18,18,"dive"
"186","7214",25956,"(11) Mainland Fjords","rur-16-09-2019_3",0,120,1,"sponge",5,5,"dive"
"187","7214",25956,"(11) Mainland Fjords","T_136_1",0,128.9413,1,"sponge",18.12217035,18.12217035,"mid_video"
"188","7214",25956,"(11) Mainland Fjords","T_136_2",0,125.719,1,"sponge",31.95504202,31.95504202,"mid_video"
"189","7214",25956,"(11) Mainland Fjords","T_136_3",0,120.3024,1,"sponge",68.45779645,68.45779645,"mid_video"
"190","7214",25956,"(11) Mainland Fjords","T_136_4",0,120.0956,1,"sponge",94,94,"mid_video"
"191","7214",25956,"(11) Mainland Fjords","T_16_1",0,120.2801,1,"sponge",15,15,"mid_video"
"192","7214",25956,"(11) Mainland Fjords","T_16_3",0,81.895,1,"sponge",19.5,19.5,"mid_video"
"193","7214",25956,"(11) Mainland Fjords","T_16_8",0.125,77.3344,1,"sponge",45,45,"mid_video"
"194","7214",26359,"(11) Mainland Fjords","mrp-16-09-2019_1",0.0833333333333333,120,1,"sponge",27,27,"dive"
"195","7214",26359,"(11) Mainland Fjords","mrp-16-09-2019_2",0,120,1,"sponge",15,15,"dive"
"196","7214",26359,"(11) Mainland Fjords","mrp-16-09-2019_3",0,120,1,"sponge",5,5,"dive"
"197","7214",26563,"(11) Mainland Fjords","li-20-10-16_1",0,120,1,"sponge",30,30,"dive"
"198","7214",26563,"(11) Mainland Fjords","li-20-10-16_2",0,120,1,"sponge",20,20,"dive"
"199","7215",25962,"(11) Mainland Fjords","bfp-28-09-2019_1",0.375,120,1,"sponge",30,30,"dive"
"200","7215",25962,"(11) Mainland Fjords","bfp-28-09-2019_2",0,120,1,"sponge",18,18,"dive"
"201","7215",25962,"(11) Mainland Fjords","fry-13-04-2019_1",0,120,1,"sponge",25,25,"dive"
"202","7215",25962,"(11) Mainland Fjords","fry-13-04-2019_2",0,120,1,"sponge",18,18,"dive"
"203","7216",26164,"(11) Mainland Fjords","T_96_1",0,129.321,1,"sponge",54.7,54.7,"mid_video"
"204","7216",26164,"(11) Mainland Fjords","T_96_2",0,127.1483,1,"sponge",54.7,54.7,"mid_video"
"205","7216",26164,"(11) Mainland Fjords","T_96_3",0,83.1924,1,"sponge",54.7,54.7,"mid_video"
"206","7217",25967,"(11) Mainland Fjords","gtl-25-09-2019_1",0.125,120,1,"sponge",30,30,"dive"
"207","7217",25967,"(11) Mainland Fjords","gtl-25-09-2019_2",0.125,120,1,"sponge",18,18,"dive"
"208","7217",26574,"(11) Mainland Fjords","T_29_1",0,127.6764,1,"sponge",185.7,185.7,"mid_video"
"209","7217",26574,"(11) Mainland Fjords","T_29_2",0,107.5281,1,"sponge",185.7,185.7,"mid_video"
"210","7217",26575,"(11) Mainland Fjords","T_28_11",0,125.5015,1,"sponge",68.62745098,68.62745098,"mid_video"
"211","7217",26575,"(11) Mainland Fjords","T_28_12",0,124.9198,1,"sponge",68.10153846,68.10153846,"mid_video"
"212","7217",26575,"(11) Mainland Fjords","T_28_13",0,117.4823,1,"sponge",73.32222222,73.32222222,"mid_video"
"213","7217",26575,"(11) Mainland Fjords","T_28_14",0,121.1164,1,"sponge",77.74193548,77.74193548,"mid_video"
"214","7217",26575,"(11) Mainland Fjords","T_28_15",0,119.4846,1,"sponge",97.40862069,97.40862069,"mid_video"
"215","7217",26575,"(11) Mainland Fjords","T_28_16",0,123.8204,1,"sponge",95.56140351,95.56140351,"mid_video"
"216","7217",26575,"(11) Mainland Fjords","T_28_17",0,118.9188,1,"sponge",80.84864865,80.84864865,"mid_video"
"217","7217",26575,"(11) Mainland Fjords","T_30_1",0,104.7789,1,"sponge",123.1666667,123.1666667,"mid_video"
"218","7217",26575,"(11) Mainland Fjords","T_30_2",0,122.5832,1,"sponge",129,129,"mid_video"
"219","7217",26575,"(11) Mainland Fjords","T_30_6",0,106.2254,1,"sponge",132.2,132.2,"mid_video"
"220","7217",26575,"(11) Mainland Fjords","T_32_1",0.01923076925,108.6185,1,"sponge",123.1,123.1,"mid_video"
"221","7218",26374,"(11) Mainland Fjords","jhb-08-08-2018_1",0.0833333333333333,120,1,"sponge",27,27,"dive"
"222","7370",27174,"(11) Mainland Fjords","npt-20-09-2019_1",0.291666666666667,120,1,"sponge",30,30,"dive"
"223","7370",27174,"(11) Mainland Fjords","npt-20-09-2019_2",0,120,1,"sponge",18,18,"dive"
"224","7370",27174,"(11) Mainland Fjords","npt-20-09-2019_3",0,120,1,"sponge",5,5,"dive"
"225","7372",26769,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 1",0.09375,120.3742828,1,"sponge",117.75,117.75,"mid_video"
"226","7372",26769,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 2",0.041666666625,119.8941683,1,"sponge",121.5333333,121.5333333,"mid_video"
"227","7372",26769,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 3",0.125,120.2063909,1,"sponge",123.0333333,123.0333333,"mid_video"
"228","7372",26769,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 4",0.083333333375,118.813572,1,"sponge",119.6666667,119.6666667,"mid_video"
"229","7372",26769,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 5",0.083333333375,118.1972503,1,"sponge",101.9,101.9,"mid_video"
"230","7372",26769,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 6",0.071428571375,120.0021923,1,"sponge",105.7,105.7,"mid_video"
"231","7372",26977,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 7",0.125,119.088844,1,"sponge",114.375,114.375,"mid_video"
"232","7372",26977,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 8",0.09375,120.6946926,1,"sponge",111.725,111.725,"mid_video"
"233","7372",27385,"(11) Mainland Fjords","Phillip Pinnacle 3 28_05_2018  bnGrp 2",0,109.4454746,1,"sponge",23.46666667,23.46666667,"mid_video"
"234","7373",26978,"(11) Mainland Fjords","Pierce Point 1 06_08_2018  bnGrp 9",0.083333333375,120.8570013,1,"sponge",101.2666667,101.2666667,"mid_video"
"235","7373",26981,"(11) Mainland Fjords","mor-12-04-2019_1",0,120,1,"sponge",24,24,"dive"
"236","7373",26981,"(11) Mainland Fjords","mor-12-04-2019_2",0,120,1,"sponge",10,10,"dive"
