"","survey_id","species","gear","effort","sample_size","depth","max_depth","counts","PU_4Km_ID","PU_1Km_ID","UpperOceanSR"
"145540","2018_08_27 Spiller DC1  bnGrp 18","primnoa","mid_video",120.8920573,1,100.6677419,100.6677419,0,"10682",46673,"(11) Mainland Fjords"
"91640","2018_08_27 Spiller DC1  bnGrp 18","stylaster","mid_video",120.8920573,1,100.6677419,100.6677419,0,"10682",46673,"(11) Mainland Fjords"
"212916","2018_08_27 Spiller DC1  bnGrp 19","calcigorgia","mid_video",120.858595,1,107.3241935,107.3241935,0,"10682",46673,"(11) Mainland Fjords"
"72776","2018_08_27 Spiller DC1  bnGrp 19","paragorgia","mid_video",120.858595,1,107.3241935,107.3241935,0,"10682",46673,"(11) Mainland Fjords"
"145541","2018_08_27 Spiller DC1  bnGrp 19","primnoa","mid_video",120.858595,1,107.3241935,107.3241935,0,"10682",46673,"(11) Mainland Fjords"
"91641","2018_08_27 Spiller DC1  bnGrp 19","stylaster","mid_video",120.858595,1,107.3241935,107.3241935,0,"10682",46673,"(11) Mainland Fjords"
"212917","2018_08_27 Spiller DC1  bnGrp 2","calcigorgia","mid_video",119.0820287,1,60.32295082,60.32295082,0,"10683",46674,"(11) Mainland Fjords"
"72777","2018_08_27 Spiller DC1  bnGrp 2","paragorgia","mid_video",119.0820287,1,60.32295082,60.32295082,0,"10683",46674,"(11) Mainland Fjords"
"145542","2018_08_27 Spiller DC1  bnGrp 2","primnoa","mid_video",119.0820287,1,60.32295082,60.32295082,0,"10683",46674,"(11) Mainland Fjords"
"91642","2018_08_27 Spiller DC1  bnGrp 2","stylaster","mid_video",119.0820287,1,60.32295082,60.32295082,0,"10683",46674,"(11) Mainland Fjords"
"212918","2018_08_27 Spiller DC1  bnGrp 20","calcigorgia","mid_video",120.9343137,1,116.2709677,116.2709677,0,"10682",46673,"(11) Mainland Fjords"
"72778","2018_08_27 Spiller DC1  bnGrp 20","paragorgia","mid_video",120.9343137,1,116.2709677,116.2709677,0,"10682",46673,"(11) Mainland Fjords"
"145543","2018_08_27 Spiller DC1  bnGrp 20","primnoa","mid_video",120.9343137,1,116.2709677,116.2709677,0,"10682",46673,"(11) Mainland Fjords"
"91643","2018_08_27 Spiller DC1  bnGrp 20","stylaster","mid_video",120.9343137,1,116.2709677,116.2709677,0,"10682",46673,"(11) Mainland Fjords"
"212919","2018_08_27 Spiller DC1  bnGrp 21","calcigorgia","mid_video",119.0567149,1,126.1885246,126.1885246,0,"10682",46673,"(11) Mainland Fjords"
"72779","2018_08_27 Spiller DC1  bnGrp 21","paragorgia","mid_video",119.0567149,1,126.1885246,126.1885246,0,"10682",46673,"(11) Mainland Fjords"
"145544","2018_08_27 Spiller DC1  bnGrp 21","primnoa","mid_video",119.0567149,1,126.1885246,126.1885246,0,"10682",46673,"(11) Mainland Fjords"
"91644","2018_08_27 Spiller DC1  bnGrp 21","stylaster","mid_video",119.0567149,1,126.1885246,126.1885246,0,"10682",46673,"(11) Mainland Fjords"
"212920","2018_08_27 Spiller DC1  bnGrp 22","calcigorgia","mid_video",120.974553,1,136.2903226,136.2903226,0,"10682",46673,"(11) Mainland Fjords"
"72780","2018_08_27 Spiller DC1  bnGrp 22","paragorgia","mid_video",120.974553,1,136.2903226,136.2903226,0,"10682",46673,"(11) Mainland Fjords"
"145545","2018_08_27 Spiller DC1  bnGrp 22","primnoa","mid_video",120.974553,1,136.2903226,136.2903226,0,"10682",46673,"(11) Mainland Fjords"
"91645","2018_08_27 Spiller DC1  bnGrp 22","stylaster","mid_video",120.974553,1,136.2903226,136.2903226,0,"10682",46673,"(11) Mainland Fjords"
"212921","2018_08_27 Spiller DC1  bnGrp 23","calcigorgia","mid_video",119.058671,1,141.9163934,141.9163934,0,"10682",46673,"(11) Mainland Fjords"
"72781","2018_08_27 Spiller DC1  bnGrp 23","paragorgia","mid_video",119.058671,1,141.9163934,141.9163934,0,"10682",46673,"(11) Mainland Fjords"
"145546","2018_08_27 Spiller DC1  bnGrp 23","primnoa","mid_video",119.058671,1,141.9163934,141.9163934,0,"10682",46673,"(11) Mainland Fjords"
"91646","2018_08_27 Spiller DC1  bnGrp 23","stylaster","mid_video",119.058671,1,141.9163934,141.9163934,0,"10682",46673,"(11) Mainland Fjords"
"212922","2018_08_27 Spiller DC1  bnGrp 3","calcigorgia","mid_video",119.1145021,1,65.85245902,65.85245902,0,"10683",46674,"(11) Mainland Fjords"
"72782","2018_08_27 Spiller DC1  bnGrp 3","paragorgia","mid_video",119.1145021,1,65.85245902,65.85245902,0,"10683",46674,"(11) Mainland Fjords"
"145547","2018_08_27 Spiller DC1  bnGrp 3","primnoa","mid_video",119.1145021,1,65.85245902,65.85245902,0,"10683",46674,"(11) Mainland Fjords"
"91647","2018_08_27 Spiller DC1  bnGrp 3","stylaster","mid_video",119.1145021,1,65.85245902,65.85245902,0,"10683",46674,"(11) Mainland Fjords"
"212923","2018_08_27 Spiller DC1  bnGrp 4","calcigorgia","mid_video",120.9921318,1,73.44354839,73.44354839,0,"10683",46674,"(11) Mainland Fjords"
"72783","2018_08_27 Spiller DC1  bnGrp 4","paragorgia","mid_video",120.9921318,1,73.44354839,73.44354839,0,"10683",46674,"(11) Mainland Fjords"
"145548","2018_08_27 Spiller DC1  bnGrp 4","primnoa","mid_video",120.9921318,1,73.44354839,73.44354839,0,"10683",46674,"(11) Mainland Fjords"
"91648","2018_08_27 Spiller DC1  bnGrp 4","stylaster","mid_video",120.9921318,1,73.44354839,73.44354839,0,"10683",46674,"(11) Mainland Fjords"
"212924","2018_08_27 Spiller DC1  bnGrp 5","calcigorgia","mid_video",119.0831896,1,80.13770492,80.13770492,0,"10683",46674,"(11) Mainland Fjords"
"72784","2018_08_27 Spiller DC1  bnGrp 5","paragorgia","mid_video",119.0831896,1,80.13770492,80.13770492,0,"10683",46674,"(11) Mainland Fjords"
"145549","2018_08_27 Spiller DC1  bnGrp 5","primnoa","mid_video",119.0831896,1,80.13770492,80.13770492,0,"10683",46674,"(11) Mainland Fjords"
"91649","2018_08_27 Spiller DC1  bnGrp 5","stylaster","mid_video",119.0831896,1,80.13770492,80.13770492,0,"10683",46674,"(11) Mainland Fjords"
"212925","2018_08_27 Spiller DC1  bnGrp 6","calcigorgia","mid_video",120.9774663,1,86.5,86.5,0,"10683",46674,"(11) Mainland Fjords"
"72785","2018_08_27 Spiller DC1  bnGrp 6","paragorgia","mid_video",120.9774663,1,86.5,86.5,0,"10683",46674,"(11) Mainland Fjords"
"145550","2018_08_27 Spiller DC1  bnGrp 6","primnoa","mid_video",120.9774663,1,86.5,86.5,0,"10683",46674,"(11) Mainland Fjords"
"91650","2018_08_27 Spiller DC1  bnGrp 6","stylaster","mid_video",120.9774663,1,86.5,86.5,0,"10683",46674,"(11) Mainland Fjords"
"212926","2018_08_27 Spiller DC1  bnGrp 7","calcigorgia","mid_video",119.0933333,1,91.6147541,91.6147541,0,"10683",46674,"(11) Mainland Fjords"
"72786","2018_08_27 Spiller DC1  bnGrp 7","paragorgia","mid_video",119.0933333,1,91.6147541,91.6147541,0,"10683",46674,"(11) Mainland Fjords"
"145551","2018_08_27 Spiller DC1  bnGrp 7","primnoa","mid_video",119.0933333,1,91.6147541,91.6147541,0,"10683",46674,"(11) Mainland Fjords"
"91651","2018_08_27 Spiller DC1  bnGrp 7","stylaster","mid_video",119.0933333,1,91.6147541,91.6147541,0,"10683",46674,"(11) Mainland Fjords"
"212927","2018_08_27 Spiller DC1  bnGrp 8","calcigorgia","mid_video",120.9014398,1,96.15245902,96.15245902,0,"10683",46674,"(11) Mainland Fjords"
"72787","2018_08_27 Spiller DC1  bnGrp 8","paragorgia","mid_video",120.9014398,1,96.15245902,96.15245902,0,"10683",46674,"(11) Mainland Fjords"
"145552","2018_08_27 Spiller DC1  bnGrp 8","primnoa","mid_video",120.9014398,1,96.15245902,96.15245902,0,"10683",46674,"(11) Mainland Fjords"
"91652","2018_08_27 Spiller DC1  bnGrp 8","stylaster","mid_video",120.9014398,1,96.15245902,96.15245902,0,"10683",46674,"(11) Mainland Fjords"
"212928","2018_08_27 Spiller DC1  bnGrp 9","calcigorgia","mid_video",120.5714145,1,101.3483871,101.3483871,0,"10683",46674,"(11) Mainland Fjords"
"72788","2018_08_27 Spiller DC1  bnGrp 9","paragorgia","mid_video",120.5714145,1,101.3483871,101.3483871,0,"10683",46674,"(11) Mainland Fjords"
"145553","2018_08_27 Spiller DC1  bnGrp 9","primnoa","mid_video",120.5714145,1,101.3483871,101.3483871,0,"10683",46674,"(11) Mainland Fjords"
"91653","2018_08_27 Spiller DC1  bnGrp 9","stylaster","mid_video",120.5714145,1,101.3483871,101.3483871,0,"10683",46674,"(11) Mainland Fjords"
"212929","2018_08_27 Spiller DC2  bnGrp 1","calcigorgia","mid_video",120.4832016,1,152.2994565,152.2994565,0,"10682",46958,"(11) Mainland Fjords"
"72789","2018_08_27 Spiller DC2  bnGrp 1","paragorgia","mid_video",120.4832016,1,152.2994565,152.2994565,0,"10682",46958,"(11) Mainland Fjords"
"145554","2018_08_27 Spiller DC2  bnGrp 1","primnoa","mid_video",120.4832016,1,152.2994565,152.2994565,0,"10682",46958,"(11) Mainland Fjords"
"91654","2018_08_27 Spiller DC2  bnGrp 1","stylaster","mid_video",120.4832016,1,152.2994565,152.2994565,0,"10682",46958,"(11) Mainland Fjords"
"212930","2018_08_27 Spiller DC2  bnGrp 2","calcigorgia","mid_video",120.8049157,1,130.6722222,130.6722222,0,"10682",46958,"(11) Mainland Fjords"
"72790","2018_08_27 Spiller DC2  bnGrp 2","paragorgia","mid_video",120.8049157,1,130.6722222,130.6722222,0,"10682",46958,"(11) Mainland Fjords"
"145555","2018_08_27 Spiller DC2  bnGrp 2","primnoa","mid_video",120.8049157,1,130.6722222,130.6722222,0,"10682",46958,"(11) Mainland Fjords"
"91655","2018_08_27 Spiller DC2  bnGrp 2","stylaster","mid_video",120.8049157,1,130.6722222,130.6722222,0,"10682",46958,"(11) Mainland Fjords"
"212931","2018_08_27 Spiller DC2  bnGrp 3","calcigorgia","mid_video",120.6246655,1,115.1186813,115.1186813,0,"10682",46958,"(11) Mainland Fjords"
"72791","2018_08_27 Spiller DC2  bnGrp 3","paragorgia","mid_video",120.6246655,1,115.1186813,115.1186813,0,"10682",46958,"(11) Mainland Fjords"
"145556","2018_08_27 Spiller DC2  bnGrp 3","primnoa","mid_video",120.6246655,1,115.1186813,115.1186813,0,"10682",46958,"(11) Mainland Fjords"
"91656","2018_08_27 Spiller DC2  bnGrp 3","stylaster","mid_video",120.6246655,1,115.1186813,115.1186813,0,"10682",46958,"(11) Mainland Fjords"
"212932","2018_08_27 Spiller DC2  bnGrp 4","calcigorgia","mid_video",120.5845939,1,106.5789474,106.5789474,0,"10682",46958,"(11) Mainland Fjords"
"72792","2018_08_27 Spiller DC2  bnGrp 4","paragorgia","mid_video",120.5845939,1,106.5789474,106.5789474,0,"10682",46958,"(11) Mainland Fjords"
"145557","2018_08_27 Spiller DC2  bnGrp 4","primnoa","mid_video",120.5845939,1,106.5789474,106.5789474,0,"10682",46958,"(11) Mainland Fjords"
"91657","2018_08_27 Spiller DC2  bnGrp 4","stylaster","mid_video",120.5845939,1,106.5789474,106.5789474,0,"10682",46958,"(11) Mainland Fjords"
"212933","2018_08_27 Spiller DC2  bnGrp 5","calcigorgia","mid_video",120.3747499,1,105.8213483,105.8213483,0,"10682",46958,"(11) Mainland Fjords"
"72793","2018_08_27 Spiller DC2  bnGrp 5","paragorgia","mid_video",120.3747499,1,105.8213483,105.8213483,0,"10682",46958,"(11) Mainland Fjords"
"145558","2018_08_27 Spiller DC2  bnGrp 5","primnoa","mid_video",120.3747499,1,105.8213483,105.8213483,0,"10682",46958,"(11) Mainland Fjords"
"91658","2018_08_27 Spiller DC2  bnGrp 5","stylaster","mid_video",120.3747499,1,105.8213483,105.8213483,0,"10682",46958,"(11) Mainland Fjords"
"212934","2018_08_27 Spiller DC2  bnGrp 6","calcigorgia","mid_video",120.4666695,1,111.639779,111.639779,0,"10682",46958,"(11) Mainland Fjords"
"72794","2018_08_27 Spiller DC2  bnGrp 6","paragorgia","mid_video",120.4666695,1,111.639779,111.639779,0,"10682",46958,"(11) Mainland Fjords"
"145559","2018_08_27 Spiller DC2  bnGrp 6","primnoa","mid_video",120.4666695,1,111.639779,111.639779,0,"10682",46958,"(11) Mainland Fjords"
"91659","2018_08_27 Spiller DC2  bnGrp 6","stylaster","mid_video",120.4666695,1,111.639779,111.639779,0,"10682",46958,"(11) Mainland Fjords"
"212935","2018_08_27 Spiller DC3  bnGrp 1","calcigorgia","mid_video",120.7093414,1,111.2290801,111.2290801,0,"10682",46958,"(11) Mainland Fjords"
"72795","2018_08_27 Spiller DC3  bnGrp 1","paragorgia","mid_video",120.7093414,1,111.2290801,111.2290801,0,"10682",46958,"(11) Mainland Fjords"
"145560","2018_08_27 Spiller DC3  bnGrp 1","primnoa","mid_video",120.7093414,1,111.2290801,111.2290801,0,"10682",46958,"(11) Mainland Fjords"
"91660","2018_08_27 Spiller DC3  bnGrp 1","stylaster","mid_video",120.7093414,1,111.2290801,111.2290801,0,"10682",46958,"(11) Mainland Fjords"
"212936","2018_08_27 Spiller DC3  bnGrp 2","calcigorgia","mid_video",87.11762936,1,108.3706093,108.3706093,0,"10682",46958,"(11) Mainland Fjords"
"72796","2018_08_27 Spiller DC3  bnGrp 2","paragorgia","mid_video",87.11762936,1,108.3706093,108.3706093,0,"10682",46958,"(11) Mainland Fjords"
"145561","2018_08_27 Spiller DC3  bnGrp 2","primnoa","mid_video",87.11762936,1,108.3706093,108.3706093,0,"10682",46958,"(11) Mainland Fjords"
"91661","2018_08_27 Spiller DC3  bnGrp 2","stylaster","mid_video",87.11762936,1,108.3706093,108.3706093,0,"10682",46958,"(11) Mainland Fjords"
"212937","3br-13-08-2019_1","calcigorgia","dive",120,1,30,30,0,"9418",38218,"(13) Eastern Queen Charlotte Sound"
"72797","3br-13-08-2019_1","paragorgia","dive",120,1,30,30,0,"9418",38218,"(13) Eastern Queen Charlotte Sound"
"145562","3br-13-08-2019_1","primnoa","dive",120,1,30,30,0,"9418",38218,"(13) Eastern Queen Charlotte Sound"
"91662","3br-13-08-2019_1","stylaster","dive",120,1,30,30,0,"9418",38218,"(13) Eastern Queen Charlotte Sound"
"212938","3br-13-08-2019_2","calcigorgia","dive",120,1,18,18,0,"9418",38218,"(13) Eastern Queen Charlotte Sound"
"72798","3br-13-08-2019_2","paragorgia","dive",120,1,18,18,0,"9418",38218,"(13) Eastern Queen Charlotte Sound"
"145563","3br-13-08-2019_2","primnoa","dive",120,1,18,18,0,"9418",38218,"(13) Eastern Queen Charlotte Sound"
"91663","3br-13-08-2019_2","stylaster","dive",120,1,18,18,0,"9418",38218,"(13) Eastern Queen Charlotte Sound"
"212939","adi--12-09-2019_1","calcigorgia","dive",120,1,30,30,0,"7687",28984,"(11) Mainland Fjords"
"72799","adi--12-09-2019_1","paragorgia","dive",120,1,30,30,0,"7687",28984,"(11) Mainland Fjords"
"145564","adi--12-09-2019_1","primnoa","dive",120,1,30,30,0,"7687",28984,"(11) Mainland Fjords"
"91664","adi--12-09-2019_1","stylaster","dive",120,1,30,30,0,"7687",28984,"(11) Mainland Fjords"
"212940","adi--12-09-2019_2","calcigorgia","dive",120,1,15,15,0,"7687",28984,"(11) Mainland Fjords"
"72800","adi--12-09-2019_2","paragorgia","dive",120,1,15,15,0,"7687",28984,"(11) Mainland Fjords"
"145565","adi--12-09-2019_2","primnoa","dive",120,1,15,15,0,"7687",28984,"(11) Mainland Fjords"
"91665","adi--12-09-2019_2","stylaster","dive",120,1,15,15,0,"7687",28984,"(11) Mainland Fjords"
"212941","adi--12-09-2019_3","calcigorgia","dive",120,1,5,5,0,"7687",28984,"(11) Mainland Fjords"
"72801","adi--12-09-2019_3","paragorgia","dive",120,1,5,5,0,"7687",28984,"(11) Mainland Fjords"
"145566","adi--12-09-2019_3","primnoa","dive",120,1,5,5,0,"7687",28984,"(11) Mainland Fjords"
"91666","adi--12-09-2019_3","stylaster","dive",120,1,5,5,0,"7687",28984,"(11) Mainland Fjords"
"212942","adl-12-09-2019_1","calcigorgia","dive",120,1,31,31,0,"7686",28778,"(11) Mainland Fjords"
"72802","adl-12-09-2019_1","paragorgia","dive",120,1,31,31,0,"7686",28778,"(11) Mainland Fjords"
"145567","adl-12-09-2019_1","primnoa","dive",120,1,31,31,0,"7686",28778,"(11) Mainland Fjords"
"91667","adl-12-09-2019_1","stylaster","dive",120,1,31,31,0,"7686",28778,"(11) Mainland Fjords"
"212943","adl-12-09-2019_2","calcigorgia","dive",120,1,20,20,0,"7686",28778,"(11) Mainland Fjords"
"72803","adl-12-09-2019_2","paragorgia","dive",120,1,20,20,0,"7686",28778,"(11) Mainland Fjords"
"145568","adl-12-09-2019_2","primnoa","dive",120,1,20,20,0,"7686",28778,"(11) Mainland Fjords"
"91668","adl-12-09-2019_2","stylaster","dive",120,1,20,20,0,"7686",28778,"(11) Mainland Fjords"
"212944","adl-12-09-2019_3","calcigorgia","dive",120,1,5,5,0,"7686",28778,"(11) Mainland Fjords"
"72804","adl-12-09-2019_3","paragorgia","dive",120,1,5,5,0,"7686",28778,"(11) Mainland Fjords"
"145569","adl-12-09-2019_3","primnoa","dive",120,1,5,5,0,"7686",28778,"(11) Mainland Fjords"
"91669","adl-12-09-2019_3","stylaster","dive",120,1,5,5,0,"7686",28778,"(11) Mainland Fjords"
"212945","adv-20-10-2018_1","calcigorgia","dive",120,1,27,27,0,"7687",28577,"(11) Mainland Fjords"
"72805","adv-20-10-2018_1","paragorgia","dive",120,1,27,27,0,"7687",28577,"(11) Mainland Fjords"
"145570","adv-20-10-2018_1","primnoa","dive",120,1,27,27,0,"7687",28577,"(11) Mainland Fjords"
"91670","adv-20-10-2018_1","stylaster","dive",120,1,27,27,0,"7687",28577,"(11) Mainland Fjords"
"212946","adv-20-10-2018_2","calcigorgia","dive",120,1,19,19,0,"7687",28577,"(11) Mainland Fjords"
"72806","adv-20-10-2018_2","paragorgia","dive",120,1,19,19,0,"7687",28577,"(11) Mainland Fjords"
"145571","adv-20-10-2018_2","primnoa","dive",120,1,19,19,0,"7687",28577,"(11) Mainland Fjords"
"91671","adv-20-10-2018_2","stylaster","dive",120,1,19,19,0,"7687",28577,"(11) Mainland Fjords"
"212947","adv-20-10-2018_3","calcigorgia","dive",120,1,7,7,0,"7687",28577,"(11) Mainland Fjords"
"72807","adv-20-10-2018_3","paragorgia","dive",120,1,7,7,0,"7687",28577,"(11) Mainland Fjords"
"145572","adv-20-10-2018_3","primnoa","dive",120,1,7,7,0,"7687",28577,"(11) Mainland Fjords"
"91672","adv-20-10-2018_3","stylaster","dive",120,1,7,7,0,"7687",28577,"(11) Mainland Fjords"
"212948","ahp-07-09-2018_1","calcigorgia","dive",120,1,36,36,0,"14312",70113,"(11) Mainland Fjords"
"72808","ahp-07-09-2018_1","paragorgia","dive",120,1,36,36,0,"14312",70113,"(11) Mainland Fjords"
"145573","ahp-07-09-2018_1","primnoa","dive",120,1,36,36,1,"14312",70113,"(11) Mainland Fjords"
"91673","ahp-07-09-2018_1","stylaster","dive",120,1,36,36,0,"14312",70113,"(11) Mainland Fjords"
"212949","ahp-07-09-2018_2","calcigorgia","dive",120,1,23,23,0,"14312",70113,"(11) Mainland Fjords"
"72809","ahp-07-09-2018_2","paragorgia","dive",120,1,23,23,0,"14312",70113,"(11) Mainland Fjords"
"145574","ahp-07-09-2018_2","primnoa","dive",120,1,23,23,0,"14312",70113,"(11) Mainland Fjords"
"91674","ahp-07-09-2018_2","stylaster","dive",120,1,23,23,0,"14312",70113,"(11) Mainland Fjords"
"212950","ahp-07-09-2018_3","calcigorgia","dive",120,1,4,4,0,"14312",70113,"(11) Mainland Fjords"
"72810","ahp-07-09-2018_3","paragorgia","dive",120,1,4,4,0,"14312",70113,"(11) Mainland Fjords"
"145575","ahp-07-09-2018_3","primnoa","dive",120,1,4,4,0,"14312",70113,"(11) Mainland Fjords"
"91675","ahp-07-09-2018_3","stylaster","dive",120,1,4,4,0,"14312",70113,"(11) Mainland Fjords"
"212951","aky-26-08-2018_1","calcigorgia","dive",120,1,30,30,0,"9891",40893,"(13) Eastern Queen Charlotte Sound"
"72811","aky-26-08-2018_1","paragorgia","dive",120,1,30,30,0,"9891",40893,"(13) Eastern Queen Charlotte Sound"
"145576","aky-26-08-2018_1","primnoa","dive",120,1,30,30,0,"9891",40893,"(13) Eastern Queen Charlotte Sound"
"91676","aky-26-08-2018_1","stylaster","dive",120,1,30,30,0,"9891",40893,"(13) Eastern Queen Charlotte Sound"
"212952","aky-26-08-2018_2","calcigorgia","dive",120,1,22,22,0,"9891",40893,"(13) Eastern Queen Charlotte Sound"
"72812","aky-26-08-2018_2","paragorgia","dive",120,1,22,22,0,"9891",40893,"(13) Eastern Queen Charlotte Sound"
"145577","aky-26-08-2018_2","primnoa","dive",120,1,22,22,0,"9891",40893,"(13) Eastern Queen Charlotte Sound"
"91677","aky-26-08-2018_2","stylaster","dive",120,1,22,22,0,"9891",40893,"(13) Eastern Queen Charlotte Sound"
"212953","alx-20-08-2019_1","calcigorgia","dive",120,1,26,26,0,"12415",58071,"(11) Mainland Fjords"
"72813","alx-20-08-2019_1","paragorgia","dive",120,1,26,26,0,"12415",58071,"(11) Mainland Fjords"
"145578","alx-20-08-2019_1","primnoa","dive",120,1,26,26,0,"12415",58071,"(11) Mainland Fjords"
