"","PU_1Km_ID","species","normalized_lambda","normalized_cpue","PU_4Km_ID","depth","max_depth","UpperOceanSR","sample_sizes","dive_samps","hook_samps","mid_samps","deep_samps","quantilelambda","quantileCPUE"
"54",25558,"black",0.000748977705359698,0,7060,20,25,"(11) Mainland Fjords",2,2,0,0,0,3,1
"55",25743,"black",0.000701801632112744,0,7054,23,30,"(11) Mainland Fjords",2,2,0,0,0,3,1
"56",25751,"black",0.00639288800370464,0,7056,47.7873595275,63.35862069,"(11) Mainland Fjords",4,0,0,4,0,6,1
"57",25756,"black",0.0013024245783117,0,7057,61.48468645,63.59042553,"(11) Mainland Fjords",2,0,0,2,0,5,1
"58",25765,"black",0.000478292661958846,0,7060,18,24,"(11) Mainland Fjords",3,3,0,0,0,1,1
"59",25956,"black",0.0193241231080415,0.00565760659743705,7214,32.1686116011111,68.45779645,"(11) Mainland Fjords",12,3,3,6,0,8,8
"60",25962,"black",0.00154943945292435,0.000871080139372822,7215,22.75,30,"(11) Mainland Fjords",4,4,0,0,0,5,8
"61",25967,"black",0.000672844000484103,0,7217,24,30,"(11) Mainland Fjords",2,2,0,0,0,3,1
"62",26147,"black",0.0253510052420087,0,7208,38,43,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0,8,1
"63",26164,"black",0.00272594831272675,0,7216,54.7,54.7,"(11) Mainland Fjords",3,0,0,3,0,5,1
"64",26359,"black",0.0757765314107964,0.116144018583043,7214,15.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0,9,10
"65",26374,"black",0.000823587063733341,0,7218,27,27,"(11) Mainland Fjords",1,1,0,0,0,4,1
"66",26549,"black",0.00054779732274249,0,7208,22,26,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,2,1
"67",26551,"black",0.03486545523298,0,7208,35,38,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0,9,1
"68",26563,"black",0.000426850033270834,0,7214,25,30,"(11) Mainland Fjords",2,2,0,0,0,1,1
"69",26575,"black",0.00035499813733136,0,7217,70.0170705533333,73.32222222,"(11) Mainland Fjords",3,0,0,3,0,1,1
"70",26774,"black",0.000441918672527289,0,7374,27,33,"(11) Mainland Fjords",2,2,0,0,0,1,1
"71",26776,"black",0.0408515222339118,0.0580720092915215,7374,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,9,10
"72",26780,"black",0.000999152126740657,0,7375,58.044228773,66.54210526,"(11) Mainland Fjords",10,0,0,10,0,4,1
"73",26981,"black",0.000677383791561779,0,7373,13.3333333333333,24,"(11) Mainland Fjords",3,3,0,0,0,3,1
"74",27174,"black",0.000691944682403388,0,7370,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,3,1
"75",27192,"black",0.00515967791625175,0,7376,23.5166666666667,31,"(11) Mainland Fjords",5,3,0,2,0,6,1
"76",27385,"black",0.0377634747040402,0,7372,23.46666667,23.46666667,"(11) Mainland Fjords",1,0,0,1,0,9,1
"77",27586,"black",0.0134783430481475,0,7530,25.87824074,37.4,"(11) Mainland Fjords",6,0,0,6,0,7,1
"78",27593,"black",0.0015562237584453,0,7534,61.45071429,61.45071429,"(11) Mainland Fjords",1,0,0,1,0,5,1
"79",27594,"black",0.000744605879875103,0,7534,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,3,1
"80",27776,"black",0.0493229350531689,0,7524,32,38,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0,9,1
"81",27778,"black",0.00276326204804221,0.00174216027874564,7528,23,28,"(11) Mainland Fjords",2,2,0,0,0,5,8
"82",27786,"black",0.0405594909938677,0,7530,20.9,20.9,"(11) Mainland Fjords",1,0,0,1,0,9,1
"83",27787,"black",0.0152088025282947,0,7530,17.2552884611667,25.6375,"(11) Mainland Fjords",6,0,0,6,0,7,2
"84",27980,"black",0.012518294124461,0.0116144018583043,7528,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,7,9
"85",27986,"black",0.00405499350629756,0,7529,52.2,55.9,"(11) Mainland Fjords",2,0,0,2,0,5,2
"86",27987,"black",0.00205823001279366,0,7530,60.675,63.4,"(11) Mainland Fjords",2,0,0,2,0,5,2
"87",27991,"black",0.000332453242646095,0,7533,70,70,"(11) Mainland Fjords",1,0,0,1,0,1,2
"88",27992,"black",0.0157192606896219,0,7534,31,41.66666667,"(11) Mainland Fjords",3,0,0,3,0,7,2
"89",28186,"black",0.117003959990172,0.0387470792697375,7529,21.9437539877708,55.25,"(11) Mainland Fjords",11,3,0,8,0,10,9
"90",28187,"black",0.0416848021398017,0,7530,41.813194444375,66,"(11) Mainland Fjords",9,0,1,8,0,9,2
"91",28190,"black",0.00245443807377742,0,7534,24.3326236854762,49,"(11) Mainland Fjords",10,3,0,7,0,5,2
"92",28377,"black",0.00745635625085581,0.00580720092915215,7686,17.6666666666667,33,"(11) Mainland Fjords",3,3,0,0,0,6,8
"93",28382,"black",0.0109296149513948,0,7687,42.73167023,72.2860241,"(11) Mainland Fjords",4,0,0,4,0,7,2
"94",28383,"black",0.0194381455571411,0,7687,41.4834722225,63.5,"(11) Mainland Fjords",3,0,1,2,0,8,2
"95",28384,"black",0.0105271961375339,0,7688,23.3333333333333,32,"(11) Mainland Fjords",4,3,1,0,29,7,2
"96",28577,"black",0.0121438206480504,0.0116144018583043,7687,17.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0,7,9
"97",28578,"black",0.00144834421481393,0,7687,61.579985995,69.22761905,"(11) Mainland Fjords",2,0,0,2,0,5,2
"98",28579,"black",0.00324569236552303,0,7687,27.6105379183333,54.62433862,"(11) Mainland Fjords",6,3,0,3,0,5,2
"99",28581,"black",0.00333725396478737,0.000348432055749129,7688,34.63425938,50,"(11) Mainland Fjords",9,5,0,4,0,5,8
"100",28778,"black",0.0109458183152717,0.0104529616724739,7686,18.6666666666667,31,"(11) Mainland Fjords",3,3,0,0,0,7,9
"101",28781,"black",0.0329179615448814,0,7687,35.5,45,"(11) Mainland Fjords",1,0,1,0,0,8,2
"102",28784,"black",0.00083504832693093,0,7688,19.5,29,"(11) Mainland Fjords",2,2,0,0,0,4,2
"103",28785,"black",0.000653167273891643,0,7688,21.5,27,"(11) Mainland Fjords",2,2,0,0,0,2,2
"104",28786,"black",0.00639587217588937,0,7688,28.1666666666667,41,"(11) Mainland Fjords",4,3,1,0,0,6,2
"105",28787,"black",0.000671244088515643,0,7689,18.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,3,2
"106",28790,"black",0.000567169194946724,0,7689,23,28,"(11) Mainland Fjords",2,2,0,0,0,2,2
"107",28983,"black",0.000212485356890689,0,7686,71.056348535,75.42537313,"(11) Mainland Fjords",2,0,0,2,0,1,2
"108",28984,"black",0.0119966489754837,0.00871080139372822,7687,26.9656726483333,58.5875,"(11) Mainland Fjords",9,3,0,6,0,7,8
"109",28985,"black",0.00670316100125618,0,7687,54.67445652,74.88695652,"(11) Mainland Fjords",4,0,0,4,0,6,2
"110",28986,"black",0.0110601828081101,0,7687,37.7911811066667,52.94976452,"(11) Mainland Fjords",3,0,0,3,0,7,2
"111",28987,"black",0.0158385625183182,0,7687,27.625,36,"(11) Mainland Fjords",4,3,1,0,0,7,2
"112",28990,"black",0.0150052990302472,0,7688,31.35275,45.875,"(11) Mainland Fjords",3,1,0,2,0,7,2
"113",28994,"black",0.0157838980667583,0,7689,43.5,45,"(11) Mainland Fjords",1,0,1,0,0,7,2
"114",29183,"black",0.000735933531214982,0,7843,15.3333333333333,25,"(11) Mainland Fjords",3,3,0,0,0,3,2
"115",29189,"black",0.00960028208166077,0.00209059233449477,7845,26.1924650216667,58.70322581,"(11) Mainland Fjords",11,5,0,6,0,7,8
"116",29193,"black",0.000533784457394448,0,7846,18,30,"(11) Mainland Fjords",3,3,0,2,0,1,2
"117",29194,"black",0.000630219069439891,0,7846,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,3,0,2,2
"118",29196,"black",0.000505450861665315,0,7847,41.1,74.41666667,"(11) Mainland Fjords",6,3,0,3,0,1,2
"119",29197,"black",0.00613169441768934,0,7847,43.5060493822222,67.13333333,"(11) Mainland Fjords",9,0,0,9,0,6,2
"120",29205,"black",0.000860928269781493,0,7851,19,29,"(11) Mainland Fjords",2,2,0,0,0,4,2
"121",29391,"black",0.000778129386996595,0,7843,17,30,"(11) Mainland Fjords",3,3,0,0,0,4,2
"122",29398,"black",0.000700245036289892,0,7845,13.3333333333333,23,"(11) Mainland Fjords",3,3,0,1,0,3,2
"123",29401,"black",0.000450819922923128,0,7846,27.5,33,"(11) Mainland Fjords",2,2,0,0,0,1,2
"124",29403,"black",0.0174423942102029,0,7846,42,42,"(11) Mainland Fjords",1,0,1,0,0,7,2
"125",29417,"black",0.000769309959212615,0,7852,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,4,2
"126",29606,"black",0.189059922010883,0.123112659698026,7843,18.3333333333333,32,"(11) Mainland Fjords",3,3,0,0,0,10,10
"127",29612,"black",0.00805521733684143,0,7845,35.2953315416667,41.8,"(11) Mainland Fjords",6,0,0,6,0,6,2
"128",29613,"black",0.00468486824470061,0,7845,22.347342455,36.92370717,"(11) Mainland Fjords",4,2,0,2,0,6,2
"129",29614,"black",0.0059340122125269,0.00232288037166086,7845,18,30,"(11) Mainland Fjords",3,3,0,0,0,6,8
"130",29623,"black",0.000314383143144308,0,7850,71,71,"(11) Mainland Fjords",1,0,0,1,0,1,2
"131",29625,"black",0.00107159605361881,0,7851,13.5,22,"(11) Mainland Fjords",2,2,0,0,0,4,2
"132",29830,"black",0.0318237105224358,0.0360046457607433,7843,17.3333333333333,30,"(11) Mainland Fjords",6,6,0,0,0,8,9
"133",29831,"black",0.000666790183100125,0,7843,24,30,"(11) Mainland Fjords",2,2,0,0,0,3,2
"134",29853,"black",0.000785192165567881,0,7852,17.3333333333333,30,"(11) Mainland Fjords",3,3,0,0,0,4,2
"135",29854,"black",0.0404870811182949,0.0580720092915215,7852,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,9,10
"136",29859,"black",0.000683255304710409,0,7853,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,3,2
"137",30049,"black",0.00574037600597187,0.0063351282863478,7999,14.2727272727273,30,"(11) Mainland Fjords",11,11,0,0,0,6,8
"138",30053,"black",0.00031538342765507,0,8000,17.3333333333333,32,"(11) Mainland Fjords",6,6,0,0,0,1,2
"139",30058,"black",0.200579804565423,0.136759581881533,8001,33.7411111116667,60.6,"(11) Mainland Fjords",5,2,0,3,0,10,10
"140",30065,"black",0.000779831680709891,0,8003,23,29,"(11) Mainland Fjords",2,2,0,0,0,4,2
"141",30075,"black",0.000738532350988185,0,8010,18.3333333333333,30,"(11) Mainland Fjords",3,3,0,0,0,3,2
"142",30285,"black",0.00466527910197384,0.00348432055749129,8002,16,25,"(11) Mainland Fjords",3,3,0,0,0,6,8
"143",30499,"black",0.000844966734098108,0,8001,18.6666666666667,33,"(11) Mainland Fjords",3,3,0,0,0,4,2
"144",30519,"black",0.000672778247995708,0,8010,12.3333333333333,15,"(11) Mainland Fjords",3,3,0,0,0,3,2
"145",30715,"black",0.584785288436238,0.35191637630662,7997,25,30,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,10,10
"146",30716,"black",0.0191064816084157,0,7997,35.53333333,35.53333333,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0,8,2
"147",30743,"black",0.000656645978240448,0,8009,15.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0,2,2
"148",30748,"black",0.000764611911970321,0,8011,23,28,"(11) Mainland Fjords",2,2,0,0,0,3,2
"149",30749,"black",0.000633740425310671,0,8012,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,2,2
"150",30941,"black",0.323950240570466,0.128048780487805,8156,25.5,34,"(11) Mainland Fjords",4,4,0,0,0,10,10
"151",30943,"black",0.0446026532685433,0.0267131242740999,8156,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,9,9
"152",30944,"black",0.000496503557539753,0,8157,27,33,"(11) Mainland Fjords",2,2,0,0,0,1,2
"153",30945,"black",0.0265530645086418,0.0418118466898955,8157,18,27,"(11) Mainland Fjords",5,5,0,0,0,8,9
"154",30947,"black",0.00061328851027224,0,8159,21,32,"(11) Mainland Fjords",4,4,0,0,0,2,2
"155",30970,"black",0.00074369097428455,0,8168,16,25,"(11) Mainland Fjords",3,3,0,0,0,3,2
"156",31162,"black",0,0,8155,73.4,73.4,"(11) Mainland Fjords",2,0,0,2,0,1,2
"157",31165,"black",0.0262816557943465,0.0261324041811847,8156,24,30,"(11) Mainland Fjords",2,2,1,0,0,8,9
"158",31166,"black",0.208529820788736,0.104094076655052,8156,23.75,32,"(11) Mainland Fjords",8,8,0,0,0,10,10
"159",31167,"black",0.000871747610441244,0,8157,17.3333333333333,29,"(11) Mainland Fjords",3,3,0,0,0,4,2
"160",31169,"black",0.00094386260999514,0,8157,18.5,22,"(11) Mainland Fjords",2,2,0,0,0,4,2
"161",31178,"black",0.0138669708465238,0.0130662020905923,8160,23.75,30,"(11) Mainland Fjords",4,4,0,0,0,7,9
"162",31185,"black",0.000707838402204987,0,8165,16,28,"(11) Mainland Fjords",3,3,0,0,0,3,2
"163",31391,"black",0.0474244889710527,0.0571428571428571,8157,21,32,"(11) Mainland Fjords",5,5,0,0,0,9,9
"164",31593,"black",0.00108388212851393,0,8155,67.4,67.4,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0,4,2
"165",31597,"black",0.00397582731467831,0,8156,52.22777778,52.22777778,"(11) Mainland Fjords",1,0,0,1,0,5,3
"166",31603,"black",0.000532621263836707,0,8157,23.5,29,"(11) Mainland Fjords",2,2,0,0,0,1,3
"167",31613,"black",0.000129406515731413,0,8160,23.5,30,"(11) Mainland Fjords",6,6,0,0,0,1,3
"168",31807,"black",0.000634958851377206,0,8313,23,30,"(11) Mainland Fjords",2,2,0,0,0,2,3
"169",31808,"black",1,1,8314,23,26,"(11) Mainland Fjords",2,2,0,0,0,10,10
"170",31809,"black",0.0312082540270058,0.0144961550608258,8314,25.302454885,46.81698113,"(11) Mainland Fjords",6,2,0,4,0,8,9
"171",31812,"black",0.125895068854953,0.0278745644599303,8315,33.9626633983333,63,"(11) Mainland Fjords",6,3,0,3,0,10,9
"172",31813,"black",0.0011358654467525,0,8315,62.63820093,75.446875,"(11) Mainland Fjords",7,0,0,7,0,4,3
"173",31817,"black",0.000937239618000698,0,8316,21.5,27,"(11) Mainland Fjords",2,2,0,0,0,4,3
"174",31828,"black",0.000706467918918038,0,8326,18.6666666666667,33,"(11) Mainland Fjords",3,3,0,0,0,3,3
"175",32018,"black",0.00856828755979626,0,8313,44.33333333,44.33333333,"(11) Mainland Fjords",1,0,0,1,0,6,3
"176",32020,"black",0.113257853731711,0.0657951448081187,8313,23.7724825533333,31.57606838,"(11) Mainland Fjords",6,0,0,6,0,10,10
"177",32031,"black",0.00367475693531841,0.00232288037166086,8316,15.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0,5,8
"178",32040,"black",0.00946945137851418,0,8318,29.404347825,35.80869565,"(11) Mainland Fjords",3,2,0,1,0,6,3
"179",32234,"black",0.651232143274377,0.844947735191638,8314,25.5,30,"(11) Mainland Fjords",2,2,0,0,0,10,10
"180",32237,"black",0.000488160592761972,0,8314,25.5,31,"(11) Mainland Fjords",2,2,0,0,0,1,3
"181",32240,"black",0.0341746564064947,0.0156794425087108,8315,24,30,"(11) Mainland Fjords",2,2,0,0,0,9,9
"182",32241,"black",0.0201196433090021,0.00871080139372822,8315,36.4253968266667,75.76666667,"(11) Mainland Fjords",6,3,0,3,0,8,8
"183",32243,"black",0.00198088474570074,0,8316,61.29,71.7,"(11) Mainland Fjords",2,0,0,2,0,5,3
"184",32253,"black",0.0268436262255827,0,8318,32.16545402,40.46857143,"(11) Mainland Fjords",5,0,1,4,0,8,3
"185",32254,"black",0.00280228194598173,0,8326,54.30871111,58.2168,"(11) Mainland Fjords",3,0,0,3,0,5,3
"186",32444,"black",0.0172022817984892,0,8312,30.3,30.3,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0,7,3
"187",32460,"black",0.00070517127330671,0,8316,16.3333333333333,27,"(11) Mainland Fjords",3,3,0,0,0,3,3
"188",32469,"black",0.00362357978261008,0.00116144018583043,8318,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,5,8
"189",32472,"black",0.004084046285126,0,8326,26.8541666666667,41,"(11) Mainland Fjords",7,3,0,4,0,5,3
"190",32675,"black",0.00118869952449313,0,8473,11.5,18,"(11) Mainland Fjords",2,2,0,0,0,4,3
"191",32676,"black",0.0334896011694468,0.00580720092915215,8473,17.3333333333333,31,"(11) Mainland Fjords",3,3,0,0,0,8,8
"192",32688,"black",0.00107405610546555,0,8476,21.5,27,"(11) Mainland Fjords",2,2,0,0,0,4,3
"193",32691,"black",0.000471321989175362,0,8484,19,30,"(11) Mainland Fjords",3,3,0,1,0,1,3
"194",32908,"black",0.0285321184475302,0.0193221412733608,8476,36.6715307318687,75.7,"(11) Mainland Fjords",20,11,0,9,0,8,9
"195",33104,"black",1,1,8470,23.63442387,29.60147059,"(13) Eastern Queen Charlotte Sound",3,0,0,3,0,10,10
"196",33114,"black",0.000835389247505401,0,8473,22.5,30,"(11) Mainland Fjords",2,2,0,0,0,4,3
"197",33117,"black",0.0829298347631096,0.10801393728223,8473,22.5,29,"(11) Mainland Fjords",2,2,0,0,0,10,10
"198",33128,"black",0.0754722266835581,0.0888501742160279,8476,19.5,24,"(11) Mainland Fjords",2,2,0,0,0,9,10
"199",33320,"black",0.000466359374436009,0,8470,25.5,31,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,1,3
"200",33323,"black",0.0367833307336823,0.00940766550522648,8470,30.6552050625,45.58367347,"(13) Eastern Queen Charlotte Sound",9,5,0,4,0,9,9
"201",33332,"black",0.0936038855489161,0.0580720092915215,8473,17.3333333333333,28,"(11) Mainland Fjords",3,3,0,0,0,10,10
"202",33335,"black",0.00220147272129331,0.00116144018583043,8473,17,29,"(11) Mainland Fjords",3,3,0,0,0,5,8
"203",33537,"black",0.0357626671445793,0.0400696864111498,8628,29,34,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,9,9
"204",33540,"black",0.00188162324401424,0,8629,10,10,"(11) Mainland Fjords",1,1,0,0,0,5,3
"205",33541,"black",0.00847154723621792,0.00696864111498258,8629,23.5,30,"(11) Mainland Fjords",2,2,0,0,0,6,8
"206",33553,"black",0.000743386091768225,0,8632,15,25,"(11) Mainland Fjords",3,3,0,0,0,3,3
"207",33562,"black",0.000756992528620952,0,8634,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,3,3
"208",33752,"black",0.000709298074347992,0,8628,22,27,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,3,3
"209",33758,"black",0.00909215732959313,0.00696864111498258,8629,14,23,"(11) Mainland Fjords",3,3,0,0,0,6,8
"210",33760,"black",0.00138903220963607,0,8630,63.03125,63.03125,"(11) Mainland Fjords",1,0,0,1,0,5,3
"211",33767,"black",0.00051321677619374,0,8632,25,32,"(11) Mainland Fjords",2,2,0,0,0,1,3
"212",33991,"black",0.000735842487269133,0,8634,18,31,"(11) Mainland Fjords",3,3,0,0,0,3,3
"213",33994,"black",0.000559437497203925,0,8643,17.6666666666667,28,"(11) Mainland Fjords",3,3,0,0,0,2,3
"214",34181,"black",0.00379688477464757,0,8628,53.8183226733333,59.22,"(13) Eastern Queen Charlotte Sound",3,0,0,3,0,5,3
"215",34187,"black",0.0036264119473768,0.00232288037166086,8629,18,30,"(11) Mainland Fjords",3,3,0,0,0,5,8
"216",34401,"black",0.000558183786866333,0,8787,26.5,33,"(11) Mainland Fjords",2,2,0,0,0,2,3
"217",34404,"black",0.000732882016639009,0,8788,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0,3,3
"218",34411,"black",0.000626073010116618,0,8790,16.6666666666667,28,"(11) Mainland Fjords",3,3,0,0,0,2,3
"219",34614,"black",0.210154726570257,0.168989547038328,8786,23,29,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,10,10
"220",34620,"black",0.000768845247718901,0,8787,17.3333333333333,30,"(11) Mainland Fjords",3,3,0,0,0,3,3
"221",34640,"black",0.029684291979056,0.0371660859465738,8792,18,31,"(11) Mainland Fjords",3,3,0,0,0,8,9
"222",34843,"black",0.000943946844863161,0,8788,16.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0,4,3
"223",34856,"black",0.0568183984606196,0.0714285714285714,8792,25.5,33,"(11) Mainland Fjords",2,2,0,0,0,9,10
"224",35042,"black",0.0477371184545315,0.0226480836236934,8783,24.5,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0,9,9
"225",35260,"black",0.020481779179741,0,8941,18.8333333333333,29,"(13) Eastern Queen Charlotte Sound",5,3,2,0,0,8,3
"226",35293,"black",0.000446848933275279,0,8950,27,33,"(11) Mainland Fjords",2,2,0,0,0,1,3
"227",35477,"black",0.000868633730105882,0,8941,21.5,26,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0,4,3
