"","PU_1Km_ID","species","normalized_lambda","normalized_cpue","PU_4Km_ID","depth","max_depth","UpperOceanSR","sample_sizes","dive_samps","hook_samps","mid_samps","deep_samps"
"49",25319,"black",0.0401258730437459,0.0261324041811847,7052,25,30,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"50",25335,"black",0.0035132129216698,0,7057,75.29711292,113,"(11) Mainland Fjords",7,0,0,7,0
"51",25336,"black",0.00122672919026846,0,7057,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"52",25341,"black",0.000370315723193726,0,7058,16,27,"(11) Mainland Fjords",3,3,0,0,0
"53",25347,"black",0.00612646235483578,0,7060,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"54",25536,"black",0.00319261673067472,0,7054,19,32,"(11) Mainland Fjords",3,3,0,0,0
"55",25544,"black",0.034648306048051,0,7056,34.5559995315,58.71914894,"(11) Mainland Fjords",11,0,1,10,0
"56",25549,"black",0.0023530468907655,0,7057,37.4818932745833,59.5,"(11) Mainland Fjords",7,3,0,4,0
"57",25558,"black",0.00700087174922564,0,7060,20,25,"(11) Mainland Fjords",2,2,0,0,0
"58",25743,"black",0.00744713934548896,0,7054,23,30,"(11) Mainland Fjords",2,2,0,0,0
"59",25751,"black",0.00732974980700744,0,7056,47.7873595275,63.35862069,"(11) Mainland Fjords",4,0,0,4,0
"60",25756,"black",0.00401163763578846,0,7057,61.48468645,63.59042553,"(11) Mainland Fjords",2,0,0,2,0
"61",25765,"black",0.000732282890761401,0,7060,18,24,"(11) Mainland Fjords",3,3,0,0,0
"62",25956,"black",0.0324681414073474,0.00478040300224091,7214,35.0730956580952,94,"(11) Mainland Fjords",13,3,3,7,0
"63",25962,"black",0.00378453779206425,0.000871080139372822,7215,22.75,30,"(11) Mainland Fjords",4,4,0,0,0
"64",25967,"black",0.00887497073851398,0,7217,24,30,"(11) Mainland Fjords",2,2,0,0,0
"65",26147,"black",0.0968714321418754,0,7208,38,43,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0
"66",26164,"black",0.0109806675557933,0,7216,54.7,54.7,"(11) Mainland Fjords",3,0,0,3,0
"67",26359,"black",0.180648209973638,0.116144018583043,7214,15.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0
"68",26374,"black",0.0162543253788909,0,7218,27,27,"(11) Mainland Fjords",1,1,0,0,0
"69",26549,"black",0.00109479281665369,0,7208,22,26,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"70",26551,"black",0.16684545679949,0,7208,35,38,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0
"71",26563,"black",0.000569436438522853,0,7214,25,30,"(11) Mainland Fjords",2,2,0,0,0
"72",26574,"black",1.03621666759476e-06,0,7217,185.7,185.7,"(11) Mainland Fjords",2,0,0,2,0
"73",26575,"black",0.00136925861043056,0,7217,97.1889533354545,132.2,"(11) Mainland Fjords",11,0,0,11,0
"74",26769,"black",0.000604360830273608,0,7372,114.93055555,123.0333333,"(11) Mainland Fjords",6,0,0,6,0
"75",26774,"black",0.00385396198473763,0,7374,27,33,"(11) Mainland Fjords",2,2,0,0,0
"76",26776,"black",0.0950935636859372,0.0580720092915215,7374,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"77",26780,"black",0.00185712521754894,0,7375,63.4720261572727,117.75,"(11) Mainland Fjords",11,0,0,11,0
"78",26977,"black",0.000687022103717476,0,7372,113.05,114.375,"(11) Mainland Fjords",2,0,0,2,0
"79",26978,"black",0.00124598951413427,0,7373,101.2666667,101.2666667,"(11) Mainland Fjords",1,0,0,1,0
"80",26981,"black",0.000816981699860431,0,7373,13.3333333333333,24,"(11) Mainland Fjords",3,3,0,0,0
"81",27174,"black",0.00211951767596355,0,7370,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"82",27192,"black",0.00447117291623268,0,7376,23.5166666666667,31,"(11) Mainland Fjords",5,3,0,2,0
"83",27385,"black",0.0215870525022237,0,7372,23.46666667,23.46666667,"(11) Mainland Fjords",1,0,0,1,0
"84",27586,"black",0.0100040751056434,0,7530,25.87824074,37.4,"(11) Mainland Fjords",6,0,0,6,0
"85",27593,"black",0.00477089157975202,0,7534,61.45071429,61.45071429,"(11) Mainland Fjords",1,0,0,1,0
"86",27594,"black",0.00493782655701559,0,7534,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"87",27776,"black",0.221490191472798,0,7524,32,38,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0
"88",27778,"black",0.00892021861153162,0.00174216027874564,7528,23,28,"(11) Mainland Fjords",2,2,0,0,0
"89",27786,"black",0.00837829591101284,0,7530,20.9,20.9,"(11) Mainland Fjords",1,0,0,1,0
"90",27787,"black",0.00662046326088624,0,7530,17.2552884611667,25.6375,"(11) Mainland Fjords",6,0,0,6,0
"91",27980,"black",0.0292864838022044,0.0116144018583043,7528,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"92",27986,"black",0.00714289689514843,0,7529,90.291666675,137.9666667,"(11) Mainland Fjords",4,0,0,4,0
"93",27987,"black",0.00851194184275009,0,7530,60.675,63.4,"(11) Mainland Fjords",2,0,0,2,0
"94",27991,"black",0.0028492986253027,0,7533,70,70,"(11) Mainland Fjords",1,0,0,1,0
"95",27992,"black",0.0114566969865942,0,7534,31,41.66666667,"(11) Mainland Fjords",3,0,0,3,0
"96",28184,"black",0.000517938759203657,0,7529,125.0694915,125.0694915,"(11) Mainland Fjords",1,0,0,1,0
"97",28186,"black",0.129216385799389,0.0387470792697375,7529,21.9437539877708,55.25,"(11) Mainland Fjords",11,3,0,8,0
"98",28187,"black",0.112661930325142,0,7530,41.813194444375,66,"(11) Mainland Fjords",9,0,1,8,0
"99",28190,"black",0.00172069908479207,0,7534,24.3326236854762,49,"(11) Mainland Fjords",10,3,0,7,0
"100",28377,"black",0.0144760158223611,0.00580720092915215,7686,17.6666666666667,33,"(11) Mainland Fjords",3,3,0,0,0
"101",28381,"black",0.000634616151845163,0,7687,111.784242475556,154.5222222,"(11) Mainland Fjords",9,0,0,9,0
"102",28382,"black",0.00689369045341114,0,7687,42.73167023,72.2860241,"(11) Mainland Fjords",4,0,0,4,0
"103",28383,"black",0.0141514631556913,0,7687,41.4834722225,63.5,"(11) Mainland Fjords",3,0,1,2,0
"104",28384,"black",0.0185677730490241,0,7688,23.3333333333333,32,"(11) Mainland Fjords",4,3,1,0,29
"105",28577,"black",0.0255733827334507,0.0116144018583043,7687,17.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0
"106",28578,"black",0.00233911122047953,0,7687,74.5399906633333,100.46,"(11) Mainland Fjords",3,0,0,3,0
"107",28579,"black",0.00264317006719923,0,7687,27.6105379183333,54.62433862,"(11) Mainland Fjords",6,3,0,3,0
"108",28581,"black",0.00381904888174254,0.000348432055749129,7688,34.63425938,50,"(11) Mainland Fjords",9,5,0,4,0
"109",28778,"black",0.0226650548302519,0.0104529616724739,7686,18.6666666666667,31,"(11) Mainland Fjords",3,3,0,0,0
"110",28781,"black",0.151093794472132,0,7687,35.5,45,"(11) Mainland Fjords",1,0,1,0,0
"111",28784,"black",0.00177414491608407,0,7688,19.5,29,"(11) Mainland Fjords",2,2,0,0,0
"112",28785,"black",0.00522076549595546,0,7688,21.5,27,"(11) Mainland Fjords",2,2,0,0,0
"113",28786,"black",0.0122079833379195,0,7688,28.1666666666667,41,"(11) Mainland Fjords",4,3,1,0,0
"114",28787,"black",0.00324531534181875,0,7689,18.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"115",28790,"black",0.00381798739091173,0,7689,23,28,"(11) Mainland Fjords",2,2,0,0,0
"116",28983,"black",0.00169344605047807,0,7686,100.643314414,154.1585526,"(11) Mainland Fjords",5,0,0,5,0
"117",28984,"black",0.021090324428564,0.00871080139372822,7687,39.273268945,118.7,"(11) Mainland Fjords",12,3,0,9,0
"118",28985,"black",0.00458518421821457,0,7687,65.940605135,91.38333333,"(11) Mainland Fjords",6,0,0,6,0
"119",28986,"black",0.00400540441198002,0,7687,104.61370797,192.8684211,"(11) Mainland Fjords",6,0,0,6,0
"120",28987,"black",0.0285017270061392,0,7687,27.625,36,"(11) Mainland Fjords",4,3,1,0,0
"121",28989,"black",0.000464907134638461,0,7688,101.11833333,102.5,"(11) Mainland Fjords",10,0,0,10,0
"122",28990,"black",0.0214384988967822,0,7688,31.35275,45.875,"(11) Mainland Fjords",3,1,0,2,0
"123",28994,"black",0.0702760014703485,0,7689,43.5,45,"(11) Mainland Fjords",1,0,1,0,0
"124",29183,"black",0.00474146255578623,0,7843,15.3333333333333,25,"(11) Mainland Fjords",3,3,0,0,0
"125",29189,"black",0.0110398516111406,0.00209059233449477,7845,26.1924650216667,58.70322581,"(11) Mainland Fjords",11,5,0,6,0
"126",29193,"black",0.000604417081490432,0,7846,59.370833325,100.8333333,"(11) Mainland Fjords",5,3,0,2,0
"127",29194,"black",0.00138610602642359,0,7846,55.0512499995833,100.45,"(11) Mainland Fjords",11,3,0,8,0
"128",29196,"black",0.00632492374338251,0,7847,44.4633333333333,87.6,"(11) Mainland Fjords",8,3,0,5,0
"129",29197,"black",0.0135237812333551,0,7847,43.5060493822222,67.13333333,"(11) Mainland Fjords",9,0,0,9,0
"130",29205,"black",0.00139863347615201,0,7851,19,29,"(11) Mainland Fjords",2,2,0,0,0
"131",29391,"black",0.0107179336626232,0,7843,17,30,"(11) Mainland Fjords",3,3,0,0,0
"132",29398,"black",0.00219369539978146,0,7845,73.4448767816667,171.3774319,"(11) Mainland Fjords",5,3,0,2,0
"133",29401,"black",0.00497421451397145,0,7846,27.5,33,"(11) Mainland Fjords",2,2,0,0,0
"134",29403,"black",0.0626575877735215,0,7846,42,42,"(11) Mainland Fjords",1,0,1,0,0
"135",29417,"black",0.00432753648710834,0,7852,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"136",29606,"black",0.18039702890062,0.123112659698026,7843,18.3333333333333,32,"(11) Mainland Fjords",3,3,0,0,0
"137",29612,"black",0.00904773439999107,0,7845,35.2953315416667,41.8,"(11) Mainland Fjords",6,0,0,6,0
"138",29613,"black",0.00695258774571491,0,7845,22.347342455,36.92370717,"(11) Mainland Fjords",4,2,0,2,0
"139",29614,"black",0.00921619425546325,0.00232288037166086,7845,18,30,"(11) Mainland Fjords",3,3,0,0,0
"140",29623,"black",0.00346835263824949,0,7850,71,71,"(11) Mainland Fjords",1,0,0,1,0
"141",29625,"black",0.000783308979081358,0,7851,13.5,22,"(11) Mainland Fjords",2,2,0,0,0
"142",29830,"black",0.0915336308461765,0.0360046457607433,7843,17.3333333333333,30,"(11) Mainland Fjords",6,6,0,0,0
"143",29831,"black",0.0104126568822553,0,7843,24,30,"(11) Mainland Fjords",2,2,0,0,0
"144",29853,"black",0.00513528764151771,0,7852,17.3333333333333,30,"(11) Mainland Fjords",3,3,0,0,0
"145",29854,"black",0.100397657480287,0.0580720092915215,7852,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"146",29859,"black",0.00168719305684957,0,7853,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"147",30049,"black",0.0292694685242563,0.0063351282863478,7999,14.2727272727273,30,"(11) Mainland Fjords",11,11,0,0,0
"148",30053,"black",0.00355737997031279,0,8000,17.3333333333333,32,"(11) Mainland Fjords",6,6,0,0,0
"149",30058,"black",0.178751198580089,0.136759581881533,8001,52.5558333335714,134.06,"(11) Mainland Fjords",9,2,0,7,0
"150",30065,"black",0.0128346617069596,0,8003,23,29,"(11) Mainland Fjords",2,2,0,0,0
"151",30075,"black",0.00375559568716451,0,8010,18.3333333333333,30,"(11) Mainland Fjords",3,3,0,0,0
"152",30285,"black",0.00523344118503684,0.00348432055749129,8002,16,25,"(11) Mainland Fjords",3,3,0,0,0
"153",30499,"black",0.00881992633551883,0,8001,18.6666666666667,33,"(11) Mainland Fjords",3,3,0,0,0
"154",30519,"black",0.0044725785835322,0,8010,12.3333333333333,15,"(11) Mainland Fjords",3,3,0,0,0
"155",30715,"black",0.324543720025017,0.35191637630662,7997,25,30,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"156",30716,"black",0.0328339336943434,0,7997,35.53333333,35.53333333,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0
"157",30743,"black",0.00109497683077974,0,8009,15.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0
"158",30748,"black",0.0124420951318454,0,8011,23,28,"(11) Mainland Fjords",2,2,0,0,0
"159",30749,"black",0.00130741818073083,0,8012,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"160",30941,"black",0.215748901293186,0.128048780487805,8156,25.5,34,"(11) Mainland Fjords",4,4,0,0,0
"161",30943,"black",0.0567518299803231,0.0267131242740999,8156,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"162",30944,"black",0.00390013849204754,0,8157,27,33,"(11) Mainland Fjords",2,2,0,0,0
"163",30945,"black",0.138359707635684,0.0418118466898955,8157,18,27,"(11) Mainland Fjords",5,5,0,0,0
"164",30947,"black",0.0132353024410349,0,8159,21,32,"(11) Mainland Fjords",4,4,0,0,0
"165",30970,"black",0.00319757434905989,0,8168,16,25,"(11) Mainland Fjords",3,3,0,0,0
"166",31161,"black",0.00390340473765786,0,8155,93.43229166625,119.1,"(11) Mainland Fjords",8,0,0,8,0
"167",31162,"black",0.00302863043983849,0,8155,91.020555555,117.6,"(11) Mainland Fjords",6,0,0,6,0
"168",31165,"black",0.0420159922356584,0.0130662020905923,8156,62,100,"(11) Mainland Fjords",3,2,1,0,0
"169",31166,"black",0.171576677469467,0.104094076655052,8156,23.75,32,"(11) Mainland Fjords",8,8,0,0,0
"170",31167,"black",0.00955196370273263,0,8157,17.3333333333333,29,"(11) Mainland Fjords",3,3,0,0,0
"171",31169,"black",0.010766009194252,0,8157,18.5,22,"(11) Mainland Fjords",2,2,0,0,0
"172",31178,"black",0.0384172585219633,0.0130662020905923,8160,23.75,30,"(11) Mainland Fjords",4,4,0,0,0
"173",31185,"black",0.00357473593105784,0,8165,16,28,"(11) Mainland Fjords",3,3,0,0,0
"174",31391,"black",0.123236292309355,0.0571428571428571,8157,21,32,"(11) Mainland Fjords",5,5,0,0,0
"175",31593,"black",0.00498191169584386,0,8155,94.2490530425,124.5545455,"(13) Eastern Queen Charlotte Sound",4,0,0,4,0
"176",31597,"black",0.00224715282591743,0,8156,92.3495370266667,124.3333333,"(11) Mainland Fjords",3,0,0,3,0
"177",31603,"black",0.00109608924265809,0,8157,23.5,29,"(11) Mainland Fjords",2,2,0,0,0
"178",31613,"black",0.00376657853380269,0,8160,23.5,30,"(11) Mainland Fjords",6,6,0,0,0
"179",31802,"black",0.00246181908687806,0,8312,105.6,105.6,"(13) Eastern Queen Charlotte Sound",1,0,0,1,0
"180",31807,"black",0.00304850696885921,0,8313,23,30,"(11) Mainland Fjords",2,2,0,0,0
"181",31808,"black",1,1,8314,23,26,"(11) Mainland Fjords",2,2,0,0,0
"182",31809,"black",0.0188235237287857,0.0144961550608258,8314,25.302454885,46.81698113,"(11) Mainland Fjords",6,2,0,4,0
"183",31812,"black",0.0613090905665336,0.0278745644599303,8315,33.9626633983333,63,"(11) Mainland Fjords",6,3,0,3,0
"184",31813,"black",0.00211000342660551,0,8315,91.7009990947059,140.5865177,"(11) Mainland Fjords",17,0,0,17,0
"185",31817,"black",0.0143298485569185,0,8316,21.5,27,"(11) Mainland Fjords",2,2,0,0,0
"186",31828,"black",0.00320370051416594,0,8326,18.6666666666667,33,"(11) Mainland Fjords",3,3,0,0,0
"187",32018,"black",0.00980130021804052,0,8313,44.33333333,44.33333333,"(11) Mainland Fjords",1,0,0,1,0
"188",32020,"black",0.110683413955023,0.0657951448081187,8313,23.7724825533333,31.57606838,"(11) Mainland Fjords",6,0,0,6,0
"189",32031,"black",0.00769011806156535,0.00232288037166086,8316,15.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0
"190",32040,"black",0.0274170876886887,0,8318,29.404347825,35.80869565,"(11) Mainland Fjords",3,2,0,1,0
"191",32234,"black",0.629170364832543,0.844947735191638,8314,25.5,30,"(11) Mainland Fjords",2,2,0,0,0
"192",32237,"black",0.00292708898423555,0,8314,25.5,31,"(11) Mainland Fjords",2,2,0,0,0
"193",32240,"black",0.0346070625888248,0.0156794425087108,8315,24,30,"(11) Mainland Fjords",2,2,0,0,0
"194",32241,"black",0.0294322617048078,0.00871080139372822,8315,40.2456679908333,85.7462963,"(11) Mainland Fjords",7,3,0,4,0
"195",32243,"black",0.00242801350281063,0,8316,75.1247619025,98.0047619,"(11) Mainland Fjords",4,0,0,4,0
"196",32253,"black",0.0496298114155429,0,8318,29.16545402,40.46857143,"(11) Mainland Fjords",5,0,1,4,0
"197",32254,"black",0.00416788479217028,0,8326,54.30871111,58.2168,"(11) Mainland Fjords",3,0,0,3,0
"198",32444,"black",0.00802918500740545,0,8312,30.3,30.3,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0
"199",32460,"black",0.00228455875352537,0,8316,16.3333333333333,27,"(11) Mainland Fjords",3,3,0,0,0
"200",32469,"black",0.00994589959228866,0.00116144018583043,8318,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"201",32472,"black",0.00278190201032522,0,8326,26.8541666666667,41,"(11) Mainland Fjords",7,3,0,4,0
"202",32675,"black",0.00270439993477244,0,8473,11.5,18,"(11) Mainland Fjords",2,2,0,0,0
"203",32676,"black",0.0207624593843848,0.00580720092915215,8473,17.3333333333333,31,"(11) Mainland Fjords",3,3,0,0,0
"204",32688,"black",0.0310579813649736,0,8476,21.5,27,"(11) Mainland Fjords",2,2,0,0,0
"205",32691,"black",0.000823018483641887,0,8484,53.35,87.7,"(11) Mainland Fjords",4,3,0,1,0
"206",32908,"black",0.0748862163462238,0.0193221412733608,8476,36.6715307318687,75.7,"(11) Mainland Fjords",20,11,0,9,0
"207",33104,"black",0.874891136819048,1,8470,23.63442387,29.60147059,"(13) Eastern Queen Charlotte Sound",3,0,0,3,0
"208",33114,"black",0.0168066678635844,0,8473,22.5,30,"(11) Mainland Fjords",2,2,0,0,0
"209",33117,"black",0.140424019133733,0.10801393728223,8473,22.5,29,"(11) Mainland Fjords",2,2,0,0,0
"210",33128,"black",0.11005548597297,0.0592334494773519,8476,14.6666666666667,24,"(11) Mainland Fjords",3,3,0,0,0
"211",33320,"black",0.00224784111544443,0,8470,25.5,31,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"212",33323,"black",0.0228937406092305,0.00940766550522648,8470,30.6552050625,45.58367347,"(13) Eastern Queen Charlotte Sound",9,5,0,4,0
"213",33332,"black",0.120494806790533,0.0580720092915215,8473,17.3333333333333,28,"(11) Mainland Fjords",3,3,0,0,0
"214",33335,"black",0.00372396257591023,0.00116144018583043,8473,17,29,"(11) Mainland Fjords",3,3,0,0,0
"215",33537,"black",0.05553582658227,0.0400696864111498,8628,29,34,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"216",33540,"black",0.00329986852146446,0,8629,10,10,"(11) Mainland Fjords",1,1,0,0,0
"217",33541,"black",0.0182880637512942,0.00696864111498258,8629,23.5,30,"(11) Mainland Fjords",2,2,0,0,0
"218",33553,"black",0.00502782276035742,0,8632,15,25,"(11) Mainland Fjords",3,3,0,0,0
"219",33562,"black",0.0067051113882881,0,8634,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"220",33752,"black",0.00771657755682601,0,8628,22,27,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"221",33758,"black",0.0209197605160132,0.00696864111498258,8629,14,23,"(11) Mainland Fjords",3,3,0,0,0
"222",33760,"black",0.00148899977781446,0,8630,93.7896418775,115.9285714,"(11) Mainland Fjords",4,0,0,4,0
"223",33767,"black",0.00266095701014849,0,8632,25,32,"(11) Mainland Fjords",2,2,0,0,0
"224",33991,"black",0.00268804935557448,0,8634,18,31,"(11) Mainland Fjords",3,3,0,0,0
"225",33994,"black",0.000359473934867646,0,8643,17.6666666666667,28,"(11) Mainland Fjords",3,3,0,0,0
"226",34169,"black",0.000540834864554085,0,8625,123.9268094,130.4032787,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0
"227",34181,"black",0.00981008366262346,0,8628,53.8183226733333,59.22,"(13) Eastern Queen Charlotte Sound",3,0,0,3,0
"228",34187,"black",0.00933836266482985,0.00232288037166086,8629,18,30,"(11) Mainland Fjords",3,3,0,0,0
"229",34382,"black",0.000690703604661312,0,8783,117.8802841,119.7484663,"(13) Eastern Queen Charlotte Sound",2,0,0,2,0
"230",34401,"black",0.0061141334436018,0,8787,26.5,33,"(11) Mainland Fjords",2,2,0,0,0
"231",34404,"black",0.00336552387715421,0,8788,17.6666666666667,30,"(11) Mainland Fjords",3,3,0,0,0
"232",34411,"black",0.000247987634765717,0,8790,16.6666666666667,28,"(11) Mainland Fjords",3,3,0,0,0
"233",34614,"black",0.177182929158921,0.168989547038328,8786,23,29,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"234",34620,"black",0.00493816875568371,0,8787,17.3333333333333,30,"(11) Mainland Fjords",3,3,0,0,0
"235",34640,"black",0.078068173229693,0.0371660859465738,8792,18,31,"(11) Mainland Fjords",3,3,0,0,0
"236",34843,"black",0.0114472242254394,0,8788,16.6666666666667,27,"(11) Mainland Fjords",3,3,0,0,0
"237",34856,"black",0.107288469398269,0.0714285714285714,8792,25.5,33,"(11) Mainland Fjords",2,2,0,0,0
"238",35042,"black",0.0914192699852263,0.0226480836236934,8783,24.5,30,"(13) Eastern Queen Charlotte Sound",4,4,0,0,0
"239",35260,"black",0.0398455516773639,0,8941,18.8333333333333,29,"(13) Eastern Queen Charlotte Sound",5,3,2,0,0
"240",35293,"black",0.00533977960138002,0,8950,27,33,"(11) Mainland Fjords",2,2,0,0,0
"241",35477,"black",0.020062150309838,0,8941,21.5,26,"(13) Eastern Queen Charlotte Sound",2,2,0,0,0
"242",35478,"black",0.0468080703945374,0,8941,41,41,"(13) Eastern Queen Charlotte Sound",1,0,1,0,0
